Date,Event,Fighter1,Fighter2,Method,Note,Result,Round,Time,Time (secs),Weight class
2008-08-09,UFC 87: Seek and Destroy,Jon Jones,Andre Gusmao,"Decision (unanimous) (30–27, 29–28, 30–27)",-,def.,3.0,5:00,300,Light Heavyweight
2008-09-06,UFC 88: Breakthrough,Rashad Evans,Chuck Liddell,KO (punch),-,def.,2.0,1:51,111,Light Heavyweight
2008-09-06,UFC 88: Breakthrough,Nate Marquardt,Martin Kampmann,TKO (punches),-,def.,1.0,1:22,82,Middleweight
2008-09-06,UFC 88: Breakthrough,Jason MacDonald,Jason Lambert,Submission (rear-naked choke),-,def.,2.0,1:20,80,Middleweight
2008-09-06,UFC 88: Breakthrough,Rich Franklin,Matt Hamill,TKO (body kick),-,def.,3.0,0:39,39,Light Heavyweight
2008-09-06,UFC 88: Breakthrough,Dan Henderson,Rousimar Palhares,"Decision (unanimous) (30–27, 30–27, 29–28)",-,def.,3.0,5:00,300,Middleweight
2008-09-06,UFC 88: Breakthrough,Kurt Pellegrino,Thiago Tavares,"Decision (unanimous) (29–27, 29–27, 29–28)",-,def.,3.0,5:00,300,Lightweight
2008-09-06,UFC 88: Breakthrough,Dong Hyun Kim,Matt Brown,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Welterweight
2008-09-06,UFC 88: Breakthrough,Ryo Chonan,Roan Carneiro,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Welterweight
2008-09-06,UFC 88: Breakthrough,Tim Boetsch,Michael Patt,TKO (punches),-,def.,1.0,2:03,123,Light Heavyweight
2008-09-17,UFC Fight Night: Diaz vs. Neer,Alan Belcher,Ed Herman,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Middleweight
2008-09-17,UFC Fight Night: Diaz vs. Neer,Nate Diaz,Josh Neer,"Decision (split) (28–29, 29–28, 29–28)",-,def.,3.0,5:00,300,Lightweight
2008-09-17,UFC Fight Night: Diaz vs. Neer,Clay Guida,Mac Danzig,"Decision (unanimous) (30–27, 29–28, 29–28)",-,def.,3.0,5:00,300,Lightweight
2008-09-17,UFC Fight Night: Diaz vs. Neer,Alessio Sakara,Joe Vedepo,KO (head kick),-,def.,1.0,1:27,87,Middleweight
2008-09-17,UFC Fight Night: Diaz vs. Neer,Eric Schafer,Houston Alexander,Submission (arm-triangle choke),-,def.,1.0,4:53,293,Light Heavyweight
2008-09-17,UFC Fight Night: Diaz vs. Neer,Joe Lauzon,Kyle Bradley,TKO (punches),-,def.,2.0,1:34,94,Lightweight
2008-09-17,UFC Fight Night: Diaz vs. Neer,Dan Miller,Rob Kimmons,Submission (rear-naked choke),-,def.,1.0,1:27,87,Middleweight
2008-09-17,UFC Fight Night: Diaz vs. Neer,Jason Brilz,Brad Morris,TKO (punches),-,def.,2.0,2:54,174,Light Heavyweight
2008-09-17,UFC Fight Night: Diaz vs. Neer,Mike Massenzio,Drew McFedries,Submission (kimura),-,def.,1.0,1:28,88,Middleweight
2008-09-17,UFC Fight Night: Diaz vs. Neer,Wilson Gouveia,Ryan Jensen,Submission (armbar),-,def.,2.0,2:04,124,Middleweight
2008-10-18,UFC 89: Bisping vs. Leben,Shane Carwin,Neil Wain,TKO (punches),-,def.,1.0,1:31,91,Heavyweight
2008-10-18,UFC 89: Bisping vs. Leben,Marcus Davis,Paul Kelly,Submission (guillotine choke),-,def.,2.0,2:16,136,Welterweight
2008-10-18,UFC 89: Bisping vs. Leben,Michael Bisping,Chris Leben,"Decision (unanimous) (30–27, 30–27, 29–28)",-,def.,3.0,5:00,300,Middleweight
2008-10-18,UFC 89: Bisping vs. Leben,Keith Jardine,Brandon Vera,"Decision (split) (28–29, 29–28, 29–28)",-,def.,3.0,5:00,300,Light Heavyweight
2008-10-18,UFC 89: Bisping vs. Leben,Luiz Cane,Rameau Thierry Sokoudjou,TKO (punches),-,def.,2.0,4:15,255,Light Heavyweight
2008-10-18,UFC 89: Bisping vs. Leben,David Bielkheden,Jess Liaudin,"Decision (unanimous) (29–28, 29–28, 30–27)",-,def.,3.0,5:00,300,Lightweight
2008-10-18,UFC 89: Bisping vs. Leben,Terry Etim,Sam Stout,"Decision (unanimous) (29–28, 29–28, 30–27)",-,def.,3.0,5:00,300,Lightweight
2008-10-18,UFC 89: Bisping vs. Leben,Jim Miller,David Baron,Submission (rear-naked choke),-,def.,3.0,3:19,199,Lightweight
2008-10-18,UFC 89: Bisping vs. Leben,Per Eklund,Samy Schiavo,Submission (rear-naked choke),-,def.,3.0,1:47,107,Lightweight
2008-10-18,UFC 89: Bisping vs. Leben,Dan Hardy,Akihiro Gono,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Welterweight
2008-10-18,UFC 89: Bisping vs. Leben,Chris Lytle,Paul Taylor,"Decision (unanimous) (29–28, 30–27, 29–28)",-,def.,3.0,5:00,300,Welterweight
2008-10-25,UFC 90: Silva vs. Côté,Pete Sell,Josh Burkman,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Welterweight
2008-10-25,UFC 90: Silva vs. Côté,Dan Miller,Matt Horwich,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Middleweight
2008-10-25,UFC 90: Silva vs. Côté,Hermes França,Marcus Aurélio,"Decision (unanimous) (30–27, 29–28, 29–28)",-,def.,3.0,5:00,300,Lightweight
2008-10-25,UFC 90: Silva vs. Côté,Spencer Fisher,Shannon Gugerty,Submission (triangle choke),-,def.,3.0,3:56,236,Lightweight
2008-10-25,UFC 90: Silva vs. Côté,Thales Leites,Drew McFedries,Submission (rear-naked choke),-,def.,1.0,1:18,78,Middleweight
2008-10-25,UFC 90: Silva vs. Côté,Sean Sherk,Tyson Griffin,"Decision (unanimous) (30–27, 29–28, 29–28)",-,def.,3.0,5:00,300,Lightweight
2008-10-25,UFC 90: Silva vs. Côté,Thiago Alves,Josh Koscheck,"Decision (unanimous) (30–27, 29–28, 30–27)",-,def.,3.0,5:00,300,Welterweight
2008-10-25,UFC 90: Silva vs. Côté,Junior dos Santos,Fabrício Werdum,KO (punches),-,def.,1.0,1:20,80,Heavyweight
2008-10-25,UFC 90: Silva vs. Côté,Gray Maynard,Rich Clementi,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Lightweight
2008-10-25,UFC 90: Silva vs. Côté,Anderson Silva (c),Patrick Côté,TKO (knee injury),[a],def.,3.0,0:39,39,Middleweight
2008-11-15,UFC 91: Couture vs. Lesnar,Brock Lesnar,Randy Couture (c),TKO (punches),[a],def.,2.0,3:07,187,Heavyweight
2008-11-15,UFC 91: Couture vs. Lesnar,Kenny Florian,Joe Stevenson,Submission (rear-naked choke),-,def.,1.0,4:03,243,Lightweight
2008-11-15,UFC 91: Couture vs. Lesnar,Dustin Hazelett,Tamdan McCrory,Submission (armbar),-,def.,1.0,3:59,239,Welterweight
2008-11-15,UFC 91: Couture vs. Lesnar,Aaron Riley,Jorge Gurgel,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Lightweight
2008-11-15,UFC 91: Couture vs. Lesnar,Demian Maia,Nate Quarry,Submission (rear-naked choke),-,def.,1.0,2:13,133,Middleweight
2008-11-15,UFC 91: Couture vs. Lesnar,Jeremy Stephens,Rafael dos Anjos,KO (punches),-,def.,3.0,0:39,39,Lightweight
2008-11-15,UFC 91: Couture vs. Lesnar,Mark Bocek,Alvin Robinson,Submission (rear-naked choke),-,def.,3.0,3:16,196,Lightweight
2008-11-15,UFC 91: Couture vs. Lesnar,Matt Brown,Ryan Thomas,Submission (armbar),-,def.,2.0,0:57,57,Welterweight
2008-11-15,UFC 91: Couture vs. Lesnar,Gabriel Gonzaga,Josh Hendricks,TKO (punches),-,def.,1.0,1:01,61,Heavyweight
2008-12-10,UFC: Fight for the Troops,Justin McCully,Eddie Sanchez,"Decision (unanimous) (29–28, 30–27, 30–27)",-,def.,3.0,5:00,300,Heavyweight
2008-12-10,UFC: Fight for the Troops,Ben Saunders,Brandon Wolff,TKO (knees),[b],def.,1.0,1:49,109,Welterweight
2008-12-10,UFC: Fight for the Troops,Dale Hartt,Corey Hill,TKO (broken leg),-,def.,2.0,0:20,20,Lightweight
2008-12-10,UFC: Fight for the Troops,Luigi Fioravanti,Brodie Farber,"Decision (unanimous) (30–27, 30–27, 30–27)",[a],def.,3.0,5:00,300,Catchweight (173.5 lbs)
2008-12-10,UFC: Fight for the Troops,Jim Miller,Matt Wiman,"Decision (unanimous) (30–27, 30–26, 30–27)",-,def.,3.0,5:00,300,Lightweight
2008-12-10,UFC: Fight for the Troops,Steve Bruno,Johnny Rees,Submission (rear-naked choke),-,def.,2.0,3:44,224,Welterweight
2008-12-10,UFC: Fight for the Troops,Mike Swick,Jonathan Goulet,KO (punches),-,def.,1.0,0:33,33,Welterweight
2008-12-10,UFC: Fight for the Troops,Tim Credeur,Nate Loughran,TKO (rib injury),-,def.,2.0,5:00,300,Middleweight
2008-12-10,UFC: Fight for the Troops,Josh Koscheck,Yoshiyuki Yoshida,KO (punch),-,def.,1.0,2:15,135,Welterweight
2008-12-10,UFC: Fight for the Troops,Steve Cantwell,Razak Al-Hassan,Technical submission (armbar),-,def.,1.0,4:04,244,Light Heavyweight
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Tom Lawlor,Kyle Kingsbury,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Light Heavyweight
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Shane Nelson,George Roop,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Lightweight
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Junie Browning,Dave Kaplan,Submission (armbar),-,def.,2.0,1:32,92,Lightweight
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Krzysztof Soszynski,Shane Primm,Submission (kimura),[c],def.,2.0,3:27,207,Light Heavyweight
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Eliot Marshall,Jules Bruchez,Submission (rear-naked choke),[d],def.,1.0,1:27,87,Light Heavyweight
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Wilson Gouveia,Jason MacDonald,Submission (strikes),-,def.,1.0,2:18,138,Catchweight (189 lbs)
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Efrain Escudero,Phillipe Nover,"Decision (unanimous) (29–28, 29–28, 29–28)",[a],def.,3.0,5:00,300,Lightweight
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Ryan Bader,Vinny Magalhães,KO (punches),[b],def.,1.0,2:18,138,Light Heavyweight
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Anthony Johnson,Kevin Burns,KO (head kick),-,def.,3.0,0:28,28,Welterweight
2008-12-13,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Rolando Delgado,John Polakowski,Submission (guillotine choke),-,def.,2.0,2:18,138,Lightweight
2008-12-27,UFC 92: The Ultimate 2008,Quinton Jackson,Wanderlei Silva,KO (punch),-,def.,1.0,3:21,201,Light Heavyweight
2008-12-27,UFC 92: The Ultimate 2008,Pat Barry,Dan Evensen,TKO (leg kicks),-,def.,1.0,2:36,156,Heavyweight
2008-12-27,UFC 92: The Ultimate 2008,Rashad Evans,Forrest Griffin (c),TKO (punches),[a],def.,3.0,2:46,166,Light Heavyweight
2008-12-27,UFC 92: The Ultimate 2008,Frank Mir,Antônio Rodrigo Nogueira (ic),TKO (punches),[b],def.,2.0,1:54,114,Heavyweight
2008-12-27,UFC 92: The Ultimate 2008,C.B. Dollaway,Mike Massenzio,TKO (punches),-,def.,1.0,3:01,181,Middleweight
2008-12-27,UFC 92: The Ultimate 2008,Cheick Kongo,Mostapha al-Turk,TKO (punches),-,def.,1.0,4:37,277,Heavyweight
2008-12-27,UFC 92: The Ultimate 2008,Yushin Okami,Dean Lister,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Middleweight
2008-12-27,UFC 92: The Ultimate 2008,Antoni Hardonk,Mike Wessel,TKO (punches),-,def.,2.0,2:09,129,Heavyweight
2008-12-27,UFC 92: The Ultimate 2008,Matt Hamill,Reese Andy,TKO (punches),-,def.,2.0,2:19,139,Light Heavyweight
2008-12-27,UFC 92: The Ultimate 2008,Brad Blackburn,Ryo Chonan,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Welterweight
2009-01-17,UFC 93: Franklin vs. Henderson,Dan Henderson,Rich Franklin,"Decision (split) (29–28, 27–30, 29–28)",-,def.,3.0,5:00,300,Light Heavyweight
2009-01-17,UFC 93: Franklin vs. Henderson,Maurício Rua,Mark Coleman,TKO (punches),-,def.,3.0,4:36,276,Light Heavyweight
2009-01-17,UFC 93: Franklin vs. Henderson,Alan Belcher,Denis Kang,Submission (guillotine choke),-,def.,2.0,4:36,276,Middleweight
2009-01-17,UFC 93: Franklin vs. Henderson,Marcus Davis,Chris Lytle,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Welterweight
2009-01-17,UFC 93: Franklin vs. Henderson,John Hathaway,Tom Egan,TKO (elbows),-,def.,1.0,4:36,276,Welterweight
2009-01-17,UFC 93: Franklin vs. Henderson,Martin Kampmann,Alexandre Barros,TKO (punches),-,def.,2.0,3:09,189,Welterweight
2009-01-17,UFC 93: Franklin vs. Henderson,Eric Schafer,Antonio Mendes,TKO (punches),-,def.,1.0,3:35,215,Light Heavyweight
2009-01-17,UFC 93: Franklin vs. Henderson,Tomasz Drwal,Ivan Serati,KO (punches),-,def.,1.0,2:02,122,Light Heavyweight
2009-01-17,UFC 93: Franklin vs. Henderson,Dennis Siver,Nate Mohr,TKO (spinning back kick and punches),-,def.,3.0,3:47,227,Lightweight
2009-01-17,UFC 93: Franklin vs. Henderson,Rousimar Palhares,Jeremy Horn,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Middleweight
2009-01-31,UFC 94: St-Pierre vs. Penn 2,Jake O'Brien,Christian Wellisch,"Decision (split) (28–29, 29–28, 29–28)",-,def.,3.0,5:00,300,Light Heavyweight
2009-01-31,UFC 94: St-Pierre vs. Penn 2,Lyoto Machida,Thiago Silva,KO (punch),-,def.,1.0,4:59,299,Light Heavyweight
2009-01-31,UFC 94: St-Pierre vs. Penn 2,Jon Jones,Stephan Bonnar,"Decision (unanimous) (30–27, 29–28, 29–28)",-,def.,3.0,5:00,300,Light Heavyweight
2009-01-31,UFC 94: St-Pierre vs. Penn 2,Karo Parisyan,Dong Hyun Kim,No Contest (overturned),[b],vs.,3.0,5:00,300,Welterweight
2009-01-31,UFC 94: St-Pierre vs. Penn 2,Clay Guida,Nate Diaz,"Decision (split) (28–29, 29–28, 29–28)",-,def.,3.0,5:00,300,Lightweight
2009-01-31,UFC 94: St-Pierre vs. Penn 2,Jon Fitch,Akihiro Gono,"Decision (unanimous) (30–27, 30–27, 30–26)",-,def.,3.0,5:00,300,Welterweight
2009-01-31,UFC 94: St-Pierre vs. Penn 2,Thiago Tavares,Manvel Gamburyan,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Lightweight
2009-01-31,UFC 94: St-Pierre vs. Penn 2,Georges St-Pierre (c),B.J. Penn,TKO (corner stoppage),[a],def.,4.0,5:00,300,Welterweight
2009-01-31,UFC 94: St-Pierre vs. Penn 2,John Howard,Chris Wilson,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Welterweight
2009-01-31,UFC 94: St-Pierre vs. Penn 2,Dan Cramer,Matt Arroyo,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Welterweight
2009-02-07,UFC Fight Night: Lauzon vs. Stephens,Gleison Tibau,Rich Clementi,Submission (guillotine choke),[b],def.,1.0,4:35,275,Lightweight
2009-02-07,UFC Fight Night: Lauzon vs. Stephens,Nick Catone,Derek Downey,Submission (keylock),-,def.,2.0,1:15,75,Middleweight
2009-02-07,UFC Fight Night: Lauzon vs. Stephens,Kurt Pellegrino,Rob Emerson,Submission (rear-naked choke),-,def.,2.0,3:14,194,Lightweight
2009-02-07,UFC Fight Night: Lauzon vs. Stephens,Joe Lauzon,Jeremy Stephens,Submission (armbar),-,def.,2.0,4:43,283,Lightweight
2009-02-07,UFC Fight Night: Lauzon vs. Stephens,Matthew Riddle,Steve Bruno,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Welterweight
2009-02-07,UFC Fight Night: Lauzon vs. Stephens,Dan Miller,Jake Rosholt,Submission (guillotine choke),[a],def.,1.0,1:03,63,Middleweight
2009-02-07,UFC Fight Night: Lauzon vs. Stephens,Matt Veach,Matt Grice,TKO (punches),-,def.,1.0,4:34,274,Lightweight
2009-02-07,UFC Fight Night: Lauzon vs. Stephens,Anthony Johnson,Luigi Fioravanti,TKO (punches),-,def.,1.0,4:39,279,Welterweight
2009-02-07,UFC Fight Night: Lauzon vs. Stephens,Josh Neer,Mac Danzig,Submission (triangle choke),-,def.,2.0,3:36,216,Lightweight
2009-02-07,UFC Fight Night: Lauzon vs. Stephens,Cain Velasquez,Denis Stojnić,TKO (punches),-,def.,2.0,2:34,154,Heavyweight
2009-02-21,UFC 95: Sanchez vs. Stevenson,Junior dos Santos,Stefan Struve,TKO (punches),-,def.,1.0,0:54,54,Heavyweight
2009-02-21,UFC 95: Sanchez vs. Stevenson,Paul Kelly,Troy Mandaloniz,"Decision (unanimous) (30–27, 30–27, 30–28)",-,def.,3.0,5:00,300,Welterweight
2009-02-21,UFC 95: Sanchez vs. Stevenson,Mike Ciesnolevicz,Neil Grove,Submission (heel hook),-,def.,1.0,1:03,63,Heavyweight
2009-02-21,UFC 95: Sanchez vs. Stevenson,Evan Dunham,Per Eklund,KO (punches),-,def.,1.0,2:14,134,Lightweight
2009-02-21,UFC 95: Sanchez vs. Stevenson,Diego Sanchez,Joe Stevenson,"Decision (unanimous) (29–28, 30–27, 30–27)",-,def.,3.0,5:00,300,Lightweight
2009-02-21,UFC 95: Sanchez vs. Stevenson,Terry Etim,Brian Cobb,TKO (head kick and punches),-,def.,2.0,0:10,10,Lightweight
2009-02-21,UFC 95: Sanchez vs. Stevenson,Demian Maia,Chael Sonnen,Submission (triangle choke),-,def.,1.0,2:37,157,Middleweight
2009-02-21,UFC 95: Sanchez vs. Stevenson,Nate Marquardt,Wilson Gouveia,TKO (knee and punches),-,def.,3.0,3:10,190,Middleweight
2009-02-21,UFC 95: Sanchez vs. Stevenson,Dan Hardy,Rory Markham,KO (punch),-,def.,1.0,1:09,69,Welterweight
2009-02-21,UFC 95: Sanchez vs. Stevenson,Paulo Thiago,Josh Koscheck,KO (punches),-,def.,1.0,3:29,209,Welterweight
2009-03-07,UFC 96: Jackson vs. Jardine,Tamdan McCrory,Ryan Madigan,TKO (punches),-,def.,1.0,3:35,215,Welterweight
2009-03-07,UFC 96: Jackson vs. Jardine,Quinton Jackson,Keith Jardine,"Decision (unanimous) (29–28, 29–28, 30–27)",-,def.,3.0,5:00,300,Light Heavyweight
2009-03-07,UFC 96: Jackson vs. Jardine,Matt Brown,Pete Sell,TKO (punches),-,def.,1.0,1:32,92,Welterweight
2009-03-07,UFC 96: Jackson vs. Jardine,Matt Hamill,Mark Munoz,KO (head kick),-,def.,1.0,3:53,233,Light Heavyweight
2009-03-07,UFC 96: Jackson vs. Jardine,Gray Maynard,Jim Miller,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Lightweight
2009-03-07,UFC 96: Jackson vs. Jardine,Brandon Vera,Michael Patt,TKO (leg kicks),-,def.,2.0,1:27,87,Light Heavyweight
2009-03-07,UFC 96: Jackson vs. Jardine,Shane Nelson,Aaron Riley,TKO (punches),-,def.,1.0,0:44,44,Lightweight
2009-03-07,UFC 96: Jackson vs. Jardine,Shane Carwin,Gabriel Gonzaga,KO (punch),-,def.,1.0,1:09,69,Heavyweight
2009-03-07,UFC 96: Jackson vs. Jardine,Kendall Grove,Jason Day,TKO (punches and elbows),-,def.,1.0,1:32,92,Middleweight
2009-03-07,UFC 96: Jackson vs. Jardine,Jason Brilz,Tim Boetsch,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Light Heavyweight
2009-04-01,UFC Fight Night: Condit vs. Kampmann,Tyson Griffin,Rafael dos Anjos,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Lightweight
2009-04-01,UFC Fight Night: Condit vs. Kampmann,Ryan Bader,Carmelo Marrero,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Light Heavyweight
2009-04-01,UFC Fight Night: Condit vs. Kampmann,Martin Kampmann,Carlos Condit,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Welterweight
2009-04-01,UFC Fight Night: Condit vs. Kampmann,Aaron Simpson,Tim McKenzie,TKO (punches),-,def.,1.0,1:40,100,Middleweight
2009-04-01,UFC Fight Night: Condit vs. Kampmann,Rob Kimmons,Joe Vedepo,Technical Submission (guillotine choke),-,def.,1.0,1:54,114,Middleweight
2009-04-01,UFC Fight Night: Condit vs. Kampmann,Jorge Rivera,Nissen Osterneck,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Middleweight
2009-04-01,UFC Fight Night: Condit vs. Kampmann,Tim Credeur,Nick Catone,Submission (guillotine choke),-,def.,2.0,3:45,225,Middleweight
2009-04-01,UFC Fight Night: Condit vs. Kampmann,Brock Larson,Jesse Sanders,Submission (rear-naked choke),-,def.,1.0,2:01,121,Welterweight
2009-04-01,UFC Fight Night: Condit vs. Kampmann,Ricardo Almeida,Matt Horwich,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Middleweight
2009-04-01,UFC Fight Night: Condit vs. Kampmann,Gleison Tibau,Jeremy Stephens,"Decision (unanimous) (30–27, 30–27, 29–28)",-,def.,3.0,5:00,300,Catchweight (158 lbs)
2009-04-01,UFC Fight Night: Condit vs. Kampmann,Cole Miller,Junie Browning,Submission (guillotine choke),-,def.,1.0,1:58,118,Lightweight
2009-04-18,UFC 97: Redemption,Mark Bocek,David Bielkheden,Submission (rear-naked choke),[b],def.,1.0,4:57,297,Lightweight
2009-04-18,UFC 97: Redemption,TJ Grant,Ryo Chonan,"Decision (split) (30–27, 28–29, 29–28)",-,def.,3.0,5:00,300,Welterweight
2009-04-18,UFC 97: Redemption,Nate Quarry,Jason MacDonald,TKO (elbows),-,def.,1.0,2:27,147,Middleweight
2009-04-18,UFC 97: Redemption,Eliot Marshall,Vinny Magalhães,"Decision (unanimous) (29–28, 30–27, 30–27)",-,def.,3.0,5:00,300,Light Heavyweight
2009-04-18,UFC 97: Redemption,Ed Herman,David Loiseau,"Decision (unanimous) (30–26, 30–27, 30–27)",-,def.,3.0,5:00,300,Middleweight
2009-04-18,UFC 97: Redemption,Maurício Rua,Chuck Liddell,TKO (punches),-,def.,1.0,4:28,268,Light Heavyweight
2009-04-18,UFC 97: Redemption,Denis Kang,Xavier Foupa-Pokam,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Middleweight
2009-04-18,UFC 97: Redemption,Krzysztof Soszynski,Brian Stann,Submission (kimura),-,def.,1.0,3:53,233,Light Heavyweight
2009-04-18,UFC 97: Redemption,Sam Stout,Matt Wiman,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Lightweight
2009-04-18,UFC 97: Redemption,Anderson Silva (c),Thales Leites,"Decision (unanimous) (49–46, 48–47, 50–46)",[a],def.,5.0,5:00,300,Middleweight
2009-04-18,UFC 97: Redemption,Luiz Cane,Steve Cantwell,"Decision (unanimous) (29–28, 30–27, 30–27)",-,def.,3.0,5:00,300,Light Heavyweight
2009-04-18,UFC 97: Redemption,Cheick Kongo,Antoni Hardonk,TKO (punches),-,def.,2.0,2:29,149,Heavyweight
2009-05-23,UFC 98: Evans vs. Machida,Brock Larson,Mike Pyle,Submission (arm-triangle choke),[b],def.,1.0,3:06,186,Welterweight
2009-05-23,UFC 98: Evans vs. Machida,Frankie Edgar,Sean Sherk,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Lightweight
2009-05-23,UFC 98: Evans vs. Machida,George Roop,Dave Kaplan,"Decision (split) (28–29, 30–27, 30–27)",-,def.,3.0,5:00,300,Lightweight
2009-05-23,UFC 98: Evans vs. Machida,Tim Hague,Pat Barry,Submission (guillotine choke),-,def.,1.0,1:42,102,Heavyweight
2009-05-23,UFC 98: Evans vs. Machida,Drew McFedries,Xavier Foupa-Pokam,TKO (punches),-,def.,1.0,0:37,37,Middleweight
2009-05-23,UFC 98: Evans vs. Machida,Yoshiyuki Yoshida,Brandon Wolff,Submission (guillotine choke),-,def.,1.0,2:24,144,Welterweight
2009-05-23,UFC 98: Evans vs. Machida,Chael Sonnen,Dan Miller,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Middleweight
2009-05-23,UFC 98: Evans vs. Machida,Matt Hughes,Matt Serra,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Welterweight
