Date,Event,ROUND,TIME,Results_1,Results_2,Fighter_1,Fighter_2,WEIGHT CLASS,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,PASS_1,PASS_2,METHOD_result,METHOD_note
2017-06-25,UFC Fight Night: Chiesa vs. Lee,3,5:00,win,,Anthony Rocco Martin,Johnny Case,Lightweight,82,92,1,0,1,0,0,0,U-DEC,
2017-06-25,UFC Fight Night: Chiesa vs. Lee,1,1:21,win,,Jeremy Kimball,Josh Stansbury,Light Heavyweight,17,4,0,0,0,0,0,0,KO/TKO,Punches
2017-06-17,UFC Fight Night: Holm vs. Correia,3,1:09,win,,Holly Holm,Bethe Correia,Women's Bantamweight,25,15,0,0,0,0,0,0,KO/TKO,Kick
2017-06-17,UFC Fight Night: Holm vs. Correia,3,5:00,win,,Marcin Tybura,Andrei Arlovski,Heavyweight,51,28,2,0,0,0,6,0,U-DEC,
2017-06-17,UFC Fight Night: Holm vs. Correia,3,5:00,win,,Colby Covington,Dong Hyun Kim,Welterweight,47,19,8,2,0,0,1,0,U-DEC,
2017-06-17,UFC Fight Night: Holm vs. Correia,3,5:00,win,,Rafael Dos Anjos,Tarec Saffiedine,Welterweight,81,60,1,1,1,0,0,1,U-DEC,
2017-06-17,UFC Fight Night: Holm vs. Correia,1,1:12,win,,Jon Tuck,Takanori Gomi,Lightweight,7,0,0,0,1,0,1,0,SUB,Rear Naked Choke
2017-06-17,UFC Fight Night: Holm vs. Correia,1,1:44,win,,Walt Harris,Cyril Asker,Heavyweight,21,2,0,0,0,0,0,0,KO/TKO,Elbows
2017-06-17,UFC Fight Night: Holm vs. Correia,2,5:00,win,,Alex Caceres,Rolando Dy,Featherweight,51,20,0,1,1,0,1,1,KO/TKO,
2017-06-17,UFC Fight Night: Holm vs. Correia,2,3:19,win,,Ulka Sasaki,Justin Scoggins,Flyweight,21,37,2,1,1,0,2,1,SUB,Rear Naked Choke
2017-06-17,UFC Fight Night: Holm vs. Correia,3,5:00,win,,Jingliang Li,Frank Camacho,Welterweight,94,35,2,1,0,0,0,1,U-DEC,
2017-06-17,UFC Fight Night: Holm vs. Correia,1,4:09,win,,Russell Doane,Kwan Ho Kwak,Bantamweight,17,10,0,1,0,0,0,0,KO/TKO,Punches
2017-06-17,UFC Fight Night: Holm vs. Correia,3,5:00,win,,Naoki Inoue,Carls John De Tomas,Flyweight,62,30,0,2,5,0,5,1,U-DEC,
2017-06-17,UFC Fight Night: Holm vs. Correia,3,5:00,win,,Lucie Pudilova,Ji Yeon Kim,Women's Bantamweight,53,60,0,0,2,0,1,0,U-DEC,
2017-06-10,UFC Fight Night: Lewis vs. Hunt,4,3:51,win,,Mark Hunt,Derrick Lewis,Heavyweight,59,51,0,0,0,0,0,0,KO/TKO,Punches
2017-06-10,UFC Fight Night: Lewis vs. Hunt,1,1:16,win,,Derek Brunson,Daniel Kelly,Middleweight,8,1,0,0,0,0,0,0,KO/TKO,Punch
2017-06-10,UFC Fight Night: Lewis vs. Hunt,2,3:02,win,,Dan Hooker,Ross Pearson,Lightweight,69,38,0,0,0,0,0,0,KO/TKO,Knee
2017-06-10,UFC Fight Night: Lewis vs. Hunt,1,0:22,win,,Ion Cutelaba,Henrique da Silva,Light Heavyweight,15,1,0,0,0,0,0,0,KO/TKO,Punch
2017-06-10,UFC Fight Night: Lewis vs. Hunt,1,0:49,win,,Ben Nguyen,Tim Elliott,Flyweight,3,1,1,0,1,0,1,0,SUB,Rear Naked Choke
2017-06-10,UFC Fight Night: Lewis vs. Hunt,3,5:00,win,,Alexander Volkanovski,Mizuto Hirota,Featherweight,87,46,4,0,0,0,1,0,U-DEC,
2017-06-10,UFC Fight Night: Lewis vs. Hunt,1,3:37,win,,Vinc Pichel,Damien Brown,Lightweight,19,21,0,0,0,0,0,0,KO/TKO,Punch
2017-06-10,UFC Fight Night: Lewis vs. Hunt,3,5:00,win,,Luke Jumeau,Dominique Steele,Welterweight,40,44,0,1,0,0,0,1,U-DEC,
2017-06-10,UFC Fight Night: Lewis vs. Hunt,3,5:00,win,,John Moraga,Ashkan Mokhtarian,Flyweight,56,12,2,1,4,0,10,0,U-DEC,
2017-06-10,UFC Fight Night: Lewis vs. Hunt,3,5:00,win,,Zak Ottow,Kiichi Kunimoto,Welterweight,37,25,2,2,0,0,1,2,S-DEC,
2017-06-10,UFC Fight Night: Lewis vs. Hunt,3,5:00,win,,JJ Aldrich,Chanmi Jeon,Women's Strawweight,98,92,0,0,0,0,0,0,U-DEC,
2017-06-03,UFC 212: Aldo vs. Holloway,3,4:13,win,,Max Holloway,Jose Aldo,Featherweight,104,55,0,0,0,0,3,0,KO/TKO,Punches
2017-06-03,UFC 212: Aldo vs. Holloway,1,3:03,win,,Claudia Gadelha,Karolina Kowalkiewicz,Women's Strawweight,8,9,1,0,1,0,2,0,SUB,Rear Naked Choke
2017-06-03,UFC 212: Aldo vs. Holloway,3,5:00,win,,Vitor Belfort,Nate Marquardt,Middleweight,37,57,0,1,0,0,0,0,U-DEC,
2017-06-03,UFC 212: Aldo vs. Holloway,2,1:06,win,,Paulo Costa,Oluwale Bamgbose,Middleweight,43,33,0,2,0,0,0,1,KO/TKO,Punches
2017-06-03,UFC 212: Aldo vs. Holloway,2,2:01,win,,Yancy Medeiros,Erick Silva,Welterweight,33,29,0,0,0,0,0,0,KO/TKO,Punch
2017-06-03,UFC 212: Aldo vs. Holloway,3,5:00,win,,Raphael Assuncao,Marlon Moraes,Bantamweight,43,44,0,0,0,0,0,0,S-DEC,
2017-06-03,UFC 212: Aldo vs. Holloway,2,3:49,win,,Antonio Carlos Junior,Eric Spicely,Middleweight,12,17,1,1,2,0,5,0,SUB,Rear Naked Choke
2017-06-03,UFC 212: Aldo vs. Holloway,1,2:57,win,,Matthew Lopez,Johnny Eduardo,Bantamweight,43,16,1,0,0,1,0,0,KO/TKO,Punches
2017-06-03,UFC 212: Aldo vs. Holloway,1,1:48,win,,Brian Kelleher,Iuri Alcantara,Bantamweight,4,12,0,1,1,0,0,0,SUB,Guillotine Choke
2017-06-03,UFC 212: Aldo vs. Holloway,3,5:00,win,,Viviane Pereira,Jamie Moyle,Women's Strawweight,80,80,0,0,0,0,0,0,U-DEC,
2017-06-03,UFC 212: Aldo vs. Holloway,2,4:48,win,,Luan Chagas,Jimmy Wallhead,Welterweight,95,32,0,0,1,0,1,0,SUB,Rear Naked Choke
2017-06-03,UFC 212: Aldo vs. Holloway,2,5:00,win,,Deiveson Figueiredo,Marco Beltran,Flyweight,17,16,2,0,4,0,4,0,KO/TKO,
2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,5,1:07,win,,Alexander Gustafsson,Glover Teixeira,Light Heavyweight,97,42,1,1,0,0,2,0,KO/TKO,Punches
2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,1,0:28,win,,Volkan Oezdemir,Misha Cirkunov,Light Heavyweight,5,9,0,0,0,0,0,0,KO/TKO,Punch
2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,2,2:29,win,,Peter Sobotta,Ben Saunders,Welterweight,46,19,0,0,0,0,0,0,KO/TKO,Knee
2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,3,5:00,win,,Omari Akhmedov,Abdul Razak Alhassan,Welterweight,52,43,6,0,0,0,3,0,S-DEC,
2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,3,5:00,win,,Nordine Taleb,Oliver Enkamp,Welterweight,57,34,2,1,0,0,3,0,U-DEC,
2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,1,2:00,win,,Jack Hermansson,Alex Nicholson,Middleweight,23,1,1,0,0,1,2,0,KO/TKO,Punches
2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,3,5:00,win,,Pedro Munhoz,Damian Stasiak,Bantamweight,65,44,3,2,1,0,1,0,U-DEC,
2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,3,5:00,win,,Trevor Smith,Chris Camozzi,Middleweight,39,10,4,0,0,1,5,0,U-DEC,
2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,3,5:00,win,,Joaquim Silva,Reza Madadi,Lightweight,40,26,0,5,1,0,3,2,S-DEC,
2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,3,4:37,win,,Bojan Velickovic,Nico Musoke,Welterweight,53,49,1,1,0,0,0,1,KO/TKO,Punch
2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,3,5:00,win,,Darren Till,Jessin Ayari,Welterweight,31,28,2,0,0,1,0,0,U-DEC,
2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,3,0:07,win,,Damir Hadzovic,Marcin Held,Lightweight,14,31,0,4,0,1,0,11,KO/TKO,Knee
2017-05-13,UFC 211: Miocic vs. Dos Santos,1,2:22,win,,Stipe Miocic,Junior Dos Santos,Heavyweight,26,12,0,0,0,0,0,0,KO/TKO,Punch
2017-05-13,UFC 211: Miocic vs. Dos Santos,5,5:00,win,,Joanna Jedrzejczyk,Jessica Andrade,Women's Strawweight,225,83,0,2,0,0,0,1,U-DEC,
2017-05-13,UFC 211: Miocic vs. Dos Santos,3,5:00,win,,Demian Maia,Jorge Masvidal,Welterweight,23,39,4,0,0,0,3,0,S-DEC,
2017-05-13,UFC 211: Miocic vs. Dos Santos,2,5:00,win,,Frankie Edgar,Yair Rodriguez,Featherweight,72,16,1,0,0,1,1,0,KO/TKO,
2017-05-13,UFC 211: Miocic vs. Dos Santos,3,5:00,win,,David Branch,Krzysztof Jotko,Middleweight,39,28,2,1,0,0,0,0,S-DEC,
2017-05-13,UFC 211: Miocic vs. Dos Santos,2,4:02,nc,nc,Eddie Alvarez,Dustin Poirier,Lightweight,44,73,1,0,0,2,0,0,CNC,
2017-05-13,UFC 211: Miocic vs. Dos Santos,3,0:39,win,,Jason Knight,Chas Skelly,Featherweight,59,29,2,1,3,0,1,0,KO/TKO,Punch
2017-05-13,UFC 211: Miocic vs. Dos Santos,2,3:36,win,,Chase Sherman,Rashad Coulter,Heavyweight,103,36,0,0,0,0,1,0,KO/TKO,Elbow
2017-05-13,UFC 211: Miocic vs. Dos Santos,1,2:39,win,,James Vick,Polo Reyes,Lightweight,20,16,0,0,0,0,0,0,KO/TKO,Punch
2017-05-13,UFC 211: Miocic vs. Dos Santos,3,5:00,win,,Cortney Casey,Jessica Aguilar,Women's Strawweight,103,57,0,4,0,0,0,1,U-DEC,
2017-05-13,UFC 211: Miocic vs. Dos Santos,3,5:00,win,,Enrique Barzola,Gabriel Benitez,Featherweight,46,51,9,0,1,0,3,0,U-DEC,
2017-05-13,UFC 211: Miocic vs. Dos Santos,1,2:21,win,,Gadzhimurad Antigulov,Joachim Christensen,Light Heavyweight,2,1,1,0,1,0,1,0,SUB,Rear Naked Choke
2017-04-22,UFC Fight Night: Swanson vs. Lobov,5,5:00,win,,Cub Swanson,Artem Lobov,Featherweight,209,123,2,2,0,0,4,0,U-DEC,
2017-04-22,UFC Fight Night: Swanson vs. Lobov,1,1:38,win,,Al Iaquinta,Diego Sanchez,Lightweight,12,4,0,0,0,0,0,0,KO/TKO,Punch
2017-04-22,UFC Fight Night: Swanson vs. Lobov,2,2:11,win,,Ovince Saint Preux,Marcos Rogerio de Lima,Light Heavyweight,21,17,1,0,1,0,1,0,SUB,Other - Choke
2017-04-22,UFC Fight Night: Swanson vs. Lobov,3,5:00,win,,John Dodson,Eddie Wineland,Bantamweight,48,21,0,0,0,0,0,0,U-DEC,
2017-04-22,UFC Fight Night: Swanson vs. Lobov,3,5:00,win,,Stevie Ray,Joe Lauzon,Lightweight,109,46,0,5,1,1,0,5,M-DEC,
2017-04-22,UFC Fight Night: Swanson vs. Lobov,2,1:05,win,,Mike Perry,Jake Ellenberger,Welterweight,26,17,0,1,0,0,0,0,KO/TKO,Elbow
2017-04-22,UFC Fight Night: Swanson vs. Lobov,3,5:00,win,,Thales Leites,Sam Alvey,Middleweight,38,27,1,0,0,0,0,0,U-DEC,
2017-04-22,UFC Fight Night: Swanson vs. Lobov,2,4:06,win,,Brandon Moreno,Dustin Ortiz,Flyweight,24,16,0,4,2,0,2,0,SUB,Rear Naked Choke
2017-04-22,UFC Fight Night: Swanson vs. Lobov,3,5:00,win,,Scott Holtzman,Michael McBride,Lightweight,104,83,2,3,0,2,1,1,U-DEC,
2017-04-22,UFC Fight Night: Swanson vs. Lobov,3,5:00,win,,Danielle Taylor,Jessica Penne,Women's Strawweight,72,69,0,1,0,0,0,1,U-DEC,
2017-04-22,UFC Fight Night: Swanson vs. Lobov,3,5:00,win,,Alexis Davis,Cindy Dandois,Women's Bantamweight,51,47,0,5,2,0,2,0,U-DEC,
2017-04-22,UFC Fight Night: Swanson vs. Lobov,1,3:30,win,,Bryan Barberena,Joe Proctor,Welterweight,28,8,0,0,0,0,0,0,KO/TKO,Punch
2017-04-22,UFC Fight Night: Swanson vs. Lobov,1,4:24,win,,Hector Sandoval,Matt Schnell,Flyweight,32,16,3,1,0,1,0,2,KO/TKO,Punch
2017-04-15,UFC on FOX: Johnson vs. Reis,3,4:49,win,,Demetrious Johnson,Wilson Reis,Flyweight,108,16,1,0,1,0,3,0,SUB,Armbar
2017-04-15,UFC on FOX: Johnson vs. Reis,2,2:47,win,,Rose Namajunas,Michelle Waterson,Women's Strawweight,47,22,1,1,1,0,3,0,SUB,Rear Naked Choke
2017-04-15,UFC on FOX: Johnson vs. Reis,2,3:28,win,,Robert Whittaker,Jacare Souza,Middleweight,55,9,0,1,0,0,0,1,KO/TKO,Kick
2017-04-15,UFC on FOX: Johnson vs. Reis,3,5:00,win,,Renato Moicano,Jeremy Stephens,Featherweight,70,56,2,0,0,0,1,0,S-DEC,
2017-04-15,UFC on FOX: Johnson vs. Reis,3,5:00,win,,Alexander Volkov,Roy Nelson,Heavyweight,122,32,0,1,0,0,0,2,U-DEC,
2017-04-15,UFC on FOX: Johnson vs. Reis,2,0:28,win,,Tom Duquesnoy,Patrick Williams,Bantamweight,36,37,0,2,0,0,0,0,KO/TKO,Elbows
2017-04-15,UFC on FOX: Johnson vs. Reis,3,5:00,win,,Rashid Magomedov,Bobby Green,Lightweight,75,75,0,0,0,0,0,0,S-DEC,
2017-04-15,UFC on FOX: Johnson vs. Reis,3,5:00,win,,Tim Elliott,Louis Smolka,Flyweight,57,41,12,1,1,2,14,5,U-DEC,
2017-04-15,UFC on FOX: Johnson vs. Reis,3,5:00,win,,Aljamain Sterling,Augusto Mendes,Bantamweight,83,30,2,0,0,0,0,0,U-DEC,
2017-04-15,UFC on FOX: Johnson vs. Reis,3,5:00,win,,Devin Clark,Jake Collier,Light Heavyweight,68,36,4,0,0,1,6,0,U-DEC,
2017-04-15,UFC on FOX: Johnson vs. Reis,3,3:52,win,,Anthony Smith,Andrew Sanchez,Middleweight,49,63,0,4,0,0,1,3,KO/TKO,Kick
2017-04-15,UFC on FOX: Johnson vs. Reis,1,4:21,win,,Zak Cummings,Nathan Coy,Welterweight,25,23,0,1,2,0,0,0,SUB,Guillotine Choke
2017-04-15,UFC on FOX: Johnson vs. Reis,3,5:00,win,,Ketlen Vieira,Ashlee Evans-Smith,Women's Bantamweight,71,68,1,0,0,0,1,0,U-DEC,
2017-04-08,UFC 210: Cormier vs. Johnson 2,2,3:37,win,,Daniel Cormier,Anthony Johnson,Light Heavyweight,36,22,1,1,1,0,1,0,SUB,Rear Naked Choke
2017-04-08,UFC 210: Cormier vs. Johnson 2,2,3:13,win,,Gegard Mousasi,Chris Weidman,Middleweight,49,13,0,4,0,1,0,2,KO/TKO,Knee
2017-04-08,UFC 210: Cormier vs. Johnson 2,3,3:45,win,,Cynthia Calvillo,Pearl Gonzalez,Women's Strawweight,50,37,1,2,3,1,4,2,SUB,Rear Naked Choke
2017-04-08,UFC 210: Cormier vs. Johnson 2,3,5:00,win,,Thiago Alves,Patrick Cote,Welterweight,79,44,1,0,0,0,3,0,U-DEC,
2017-04-08,UFC 210: Cormier vs. Johnson 2,1,2:30,win,,Charles Oliveira,Will Brooks,Lightweight,3,4,2,0,1,0,1,0,SUB,Rear Naked Choke
2017-04-08,UFC 210: Cormier vs. Johnson 2,1,3:30,win,,Myles Jury,Mike de la Torre,Featherweight,36,0,1,0,0,0,2,0,KO/TKO,Punches
2017-04-08,UFC 210: Cormier vs. Johnson 2,3,5:00,win,,Kamaru Usman,Sean Strickland,Welterweight,90,27,2,0,0,0,2,0,U-DEC,
2017-04-08,UFC 210: Cormier vs. Johnson 2,3,1:59,win,,Shane Burgos,Charles Rosa,Featherweight,77,86,0,1,0,0,0,0,KO/TKO,Punch
2017-04-08,UFC 210: Cormier vs. Johnson 2,3,5:00,win,,Patrick Cummins,Jan Blachowicz,Light Heavyweight,73,53,3,1,0,0,1,0,U-DEC,
2017-04-08,UFC 210: Cormier vs. Johnson 2,1,0:21,win,,Gregor Gillespie,Andrew Holbrook,Lightweight,8,4,0,0,0,0,1,0,KO/TKO,Punch
2017-04-08,UFC 210: Cormier vs. Johnson 2,3,5:00,win,,Desmond Green,Josh Emmett,Lightweight,57,41,1,0,0,0,0,0,S-DEC,
2017-04-08,UFC 210: Cormier vs. Johnson 2,3,5:00,win,,Katlyn Chookagian,Irene Aldana,Women's Bantamweight,105,84,0,0,0,0,0,0,S-DEC,
2017-04-08,UFC 210: Cormier vs. Johnson 2,3,5:00,win,,Magomed Bibulatov,Jenel Lausa,Flyweight,51,10,2,0,0,0,9,0,U-DEC,
2017-03-18,UFC Fight Night: Manuwa vs. Anderson,1,3:05,win,,Jimi Manuwa,Corey Anderson,Light Heavyweight,6,6,0,0,0,0,0,0,KO/TKO,Punch
2017-03-18,UFC Fight Night: Manuwa vs. Anderson,2,0:46,win,,Gunnar Nelson,Alan Jouban,Welterweight,8,17,1,0,1,0,5,0,SUB,Guillotine Choke
2017-03-18,UFC Fight Night: Manuwa vs. Anderson,3,3:50,win,,Marlon Vera,Brad Pickett,Catch Weight,67,51,0,2,0,0,0,2,KO/TKO,Kick
2017-03-18,UFC Fight Night: Manuwa vs. Anderson,3,5:00,win,,Arnold Allen,Makwan Amirkhani,Featherweight,32,17,3,4,1,3,6,3,S-DEC,
2017-03-18,UFC Fight Night: Manuwa vs. Anderson,3,5:00,win,,Joe Duffy,Reza Madadi,Lightweight,51,28,0,2,0,0,2,0,U-DEC,
2017-03-18,UFC Fight Night: Manuwa vs. Anderson,3,5:00,win,,Francimar Barroso,Darren Stewart,Light Heavyweight,28,31,7,1,0,0,0,0,U-DEC,
2017-03-18,UFC Fight Night: Manuwa vs. Anderson,3,5:00,win,,Tim Johnson,Daniel Omielanczuk,Heavyweight,52,54,1,0,0,0,1,0,S-DEC,
2017-03-18,UFC Fight Night: Manuwa vs. Anderson,3,5:00,win,,Leon Edwards,Vicente Luque,Welterweight,53,24,3,2,0,0,1,3,U-DEC,
2017-03-18,UFC Fight Night: Manuwa vs. Anderson,1,0:30,win,,Marc Diakiese,Teemu Packalen,Lightweight,6,1,0,0,0,0,0,0,KO/TKO,Punch
2017-03-18,UFC Fight Night: Manuwa vs. Anderson,3,5:00,win,,Bradley Scott,Scott Askham,Middleweight,72,86,0,1,0,0,0,1,S-DEC,
2017-03-18,UFC Fight Night: Manuwa vs. Anderson,3,5:00,win,,Lina Lansberg,Lucie Pudilova,Women's Bantamweight,80,99,1,0,0,0,0,0,U-DEC,
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,1,3:52,nc,nc,Vitor Belfort,Kelvin Gastelum,Middleweight,10,26,0,0,0,0,0,1,Overturned,Punch
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,3,0:59,win,,Mauricio Rua,Gian Villante,Light Heavyweight,94,55,2,0,0,0,0,0,KO/TKO,Punch
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,2,3:35,win,,Edson Barboza,Beneil Dariush,Lightweight,30,51,0,0,0,0,0,0,KO/TKO,Flying Knee
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,3,5:00,win,,Ray Borg,Jussier Formiga,Flyweight,36,30,0,0,0,0,1,1,U-DEC,
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,3,5:00,draw,draw,Bethe Correia,Marion Reneau,Women's Bantamweight,43,75,2,0,0,0,1,4,M-DEC,
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,2,2:38,win,,Alex Oliveira,Tim Means,Welterweight,12,9,6,0,1,0,1,1,SUB,Rear Naked Choke
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,2,3:12,win,,Kevin Lee,Francisco Trinaldo,Lightweight,15,25,1,0,1,1,3,0,SUB,Rear Naked Choke
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,3,5:00,win,,Sergio Moraes,Davi Ramos,Welterweight,39,35,0,0,0,0,0,0,U-DEC,
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,3,5:00,win,,Joe Soto,Rani Yahya,Bantamweight,54,59,1,1,2,0,6,1,U-DEC,
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,1,1:42,win,,Michel Prazeres,Joshua Burkman,Lightweight,24,1,2,0,1,0,2,0,SUB,North-South Choke
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,3,5:00,win,,Jeremy Kennedy,Rony Jason,Featherweight,46,18,8,0,0,0,1,1,U-DEC,
2017-03-11,UFC Fight Night: Belfort vs. Gastelum,1,1:17,win,,Paulo Costa,Garreth McLellan,Middleweight,22,6,0,0,0,0,0,0,KO/TKO,Punch
2017-03-04,UFC 209: Woodley vs. Thompson 2,5,5:00,win,,Tyron Woodley,Stephen Thompson,Welterweight,54,53,1,0,0,0,1,0,M-DEC,
2017-03-04,UFC 209: Woodley vs. Thompson 2,3,5:00,win,,David Teymur,Lando Vannata,Lightweight,90,76,2,1,0,0,0,0,U-DEC,
2017-03-04,UFC 209: Woodley vs. Thompson 2,3,5:00,win,,Daniel Kelly,Rashad Evans,Middleweight,74,53,0,1,0,0,0,0,S-DEC,
2017-03-04,UFC 209: Woodley vs. Thompson 2,1,3:19,win,,Cynthia Calvillo,Amanda Cooper,Women's Strawweight,13,7,1,0,3,0,2,0,SUB,Rear Naked Choke
2017-03-04,UFC 209: Woodley vs. Thompson 2,3,1:44,win,,Alistair Overeem,Mark Hunt,Heavyweight,55,21,0,0,0,0,0,0,KO/TKO,Knees
2017-03-04,UFC 209: Woodley vs. Thompson 2,3,3:46,win,,Marcin Tybura,Luis Henrique,Heavyweight,50,14,1,3,0,1,3,1,KO/TKO,Punches
2017-03-04,UFC 209: Woodley vs. Thompson 2,3,3:19,win,,Darren Elkins,Mirsad Bektic,Featherweight,28,60,0,4,1,0,0,8,KO/TKO,Kick
2017-03-04,UFC 209: Woodley vs. Thompson 2,2,3:13,win,,Iuri Alcantara,Luke Sanders,Bantamweight,23,94,1,1,1,0,0,0,SUB,Kneebar
2017-03-04,UFC 209: Woodley vs. Thompson 2,3,5:00,win,,Mark Godbeer,Daniel Spitz,Heavyweight,92,51,0,1,0,0,0,0,U-DEC,
2017-03-04,UFC 209: Woodley vs. Thompson 2,1,4:10,win,,Tyson Pedro,Paul Craig,Light Heavyweight,23,12,0,0,0,0,1,0,KO/TKO,Elbows
2017-03-04,UFC 209: Woodley vs. Thompson 2,3,5:00,win,,Albert Morales,Andre Soukhamthath,Bantamweight,56,46,1,0,0,0,1,2,S-DEC,
2017-02-19,UFC Fight Night: Lewis vs. Browne,2,3:12,win,,Derrick Lewis,Travis Browne,Heavyweight,39,21,0,0,0,0,1,0,KO/TKO,Punch
2017-02-19,UFC Fight Night: Lewis vs. Browne,3,5:00,win,,Johny Hendricks,Hector Lombard,Middleweight,51,37,0,2,0,0,0,0,U-DEC,
2017-02-19,UFC Fight Night: Lewis vs. Browne,3,5:00,win,,Gavin Tucker,Sam Sicilia,Featherweight,55,10,1,0,0,0,0,0,U-DEC,
2017-02-19,UFC Fight Night: Lewis vs. Browne,3,5:00,win,,Elias Theodorou,Cezar Ferreira,Middleweight,38,11,1,3,0,2,0,2,U-DEC,
2017-02-19,UFC Fight Night: Lewis vs. Browne,1,1:14,win,,Sara McMann,Gina Mazany,Women's Bantamweight,7,0,2,0,1,0,2,0,SUB,Arm Triangle
2017-02-19,UFC Fight Night: Lewis vs. Browne,1,4:44,win,,Paul Felder,Alessandro Ricci,Lightweight,23,21,0,0,0,0,0,0,KO/TKO,Elbow
2017-02-19,UFC Fight Night: Lewis vs. Browne,3,5:00,win,,Santiago Ponzinibbio,Nordine Taleb,Welterweight,53,48,0,0,0,0,2,0,U-DEC,
2017-02-19,UFC Fight Night: Lewis vs. Browne,3,5:00,win,,Randa Markos,Carla Esparza,Women's Strawweight,48,32,0,4,0,1,0,4,S-DEC,
2017-02-19,UFC Fight Night: Lewis vs. Browne,3,5:00,win,,Aiemann Zahabi,Reginaldo Vieira,Bantamweight,44,64,0,2,0,0,1,0,U-DEC,
2017-02-19,UFC Fight Night: Lewis vs. Browne,2,2:21,win,,Thiago Santos,Jack Marshman,Middleweight,27,6,1,0,0,0,0,0,KO/TKO,Kick
2017-02-19,UFC Fight Night: Lewis vs. Browne,1,1:34,win,,Gerald Meerschaert,Ryan Janes,Middleweight,3,3,0,1,1,0,0,1,SUB,Armbar
2017-02-11,UFC 208: Holm vs. De Randamie,5,5:00,win,,Germaine de Randamie,Holly Holm,Women's Featherweight,80,77,0,0,0,0,0,0,U-DEC,
2017-02-11,UFC 208: Holm vs. De Randamie,3,5:00,win,,Anderson Silva,Derek Brunson,Middleweight,43,54,0,2,0,0,0,0,U-DEC,
2017-02-11,UFC 208: Holm vs. De Randamie,1,3:41,win,,Jacare Souza,Tim Boetsch,Middleweight,7,6,1,0,1,0,2,0,SUB,Kimura
2017-02-11,UFC 208: Holm vs. De Randamie,3,5:00,win,,Glover Teixeira,Jared Cannonier,Light Heavyweight,24,21,3,0,1,0,11,0,U-DEC,
2017-02-11,UFC 208: Holm vs. De Randamie,3,5:00,win,,Dustin Poirier,Jim Miller,Lightweight,97,71,3,1,0,3,1,1,M-DEC,
2017-02-11,UFC 208: Holm vs. De Randamie,3,5:00,win,,Belal Muhammad,Randy Brown,Welterweight,71,52,2,0,0,0,2,0,U-DEC,
2017-02-11,UFC 208: Holm vs. De Randamie,3,5:00,win,,Wilson Reis,Ulka Sasaki,Flyweight,34,34,6,0,2,0,6,2,U-DEC,
2017-02-11,UFC 208: Holm vs. De Randamie,3,5:00,win,,Islam Makhachev,Nik Lentz,Lightweight,43,13,5,0,0,1,12,0,U-DEC,
2017-02-11,UFC 208: Holm vs. De Randamie,3,5:00,win,,Rick Glenn,Phillipe Nover,Featherweight,52,50,0,0,0,0,0,0,S-DEC,
2017-02-11,UFC 208: Holm vs. De Randamie,3,5:00,win,,Ryan LaFlare,Roan Carneiro,Welterweight,29,19,1,0,0,0,2,2,U-DEC,
2017-02-04,UFC Fight Night: Bermudez vs. The Korean Zombie,1,2:29,win,,Chan Sung Jung,Dennis Bermudez,Featherweight,17,20,0,0,0,0,0,0,KO/TKO,Punch
2017-02-04,UFC Fight Night: Bermudez vs. The Korean Zombie,3,5:00,win,,Felice Herrig,Alexa Grasso,Women's Strawweight,60,80,2,0,0,1,2,0,U-DEC,
2017-02-04,UFC Fight Night: Bermudez vs. The Korean Zombie,3,0:49,win,,James Vick,Abel Trujillo,Lightweight,25,11,1,1,3,0,2,0,SUB,D'Arce Choke
2017-02-04,UFC Fight Night: Bermudez vs. The Korean Zombie,3,5:00,win,,Volkan Oezdemir,Ovince Saint Preux,Light Heavyweight,82,76,0,0,0,0,0,0,S-DEC,
2017-02-04,UFC Fight Night: Bermudez vs. The Korean Zombie,1,3:10,win,,Marcel Fortuna,Anthony Hamilton,Heavyweight,15,14,0,0,0,0,0,0,KO/TKO,Punch
