BODY_1,BODY_2,CLINCH_1,CLINCH_2,DISTANCE_1,DISTANCE_2,Date,Event,Fighter_1,Fighter_2,GROUND_1,GROUND_2,HEAD_1,HEAD_2,KD_1,KD_2,LEG_1,LEG_2,METHOD,PASS_1,PASS_2,REFEREE,REV_1,REV_2,ROUND,SIG_STR_1,SIG_STR_2,SUB_ATT_1,SUB_ATT_2,TD_1,TD_2,TIME,TIME_FORMAT,TOTAL_STR_1,TOTAL_STR_2,pSIG_STR_1,pSIG_STR_2,pTD_1,pTD_2
4 of 4,10 of 11,4 of 4,11 of 14,10 of 27,19 of 43,2014-09-05,UFC Fight Night: Jacare vs Mousasi,Joe Lauzon,Michael Chiesa,7 of 10,0 of 0,17 of 37,14 of 40,,,0 of 0,6 of 6,TKO - Doctor's Stoppage,,,Herb Dean,,,2,21 of 41,30 of 57,,,2 of 7,1 of 4,2:14,3 Rnd (5-5-5),42 of 66,42 of 70,51%,52%,28%,25%
2 of 3,4 of 5,1 of 2,1 of 3,5 of 11,8 of 26,2014-09-13,UFC Fight Night: Bigfoot vs Arlovski,Antonio Silva,Andrei Arlovski,0 of 0,4 of 4,2 of 7,8 of 27,,,2 of 3,1 of 1,KO/TKO,,,Jerin Valel,,,1,6 of 13,13 of 33,,,0 of 0,0 of 0,2:59,5 Rnd (5-5-5-5-5),6 of 13,14 of 34,46%,39%,0%,0%
4 of 9,28 of 46,10 of 14,29 of 51,20 of 60,23 of 62,2014-09-13,UFC Fight Night: Bigfoot vs Arlovski,Gleison Tibau,Piotr Hallmann,0 of 0,0 of 0,22 of 61,11 of 48,,,4 of 4,13 of 19,Decision - Split,,,Mario Yamasaki,,,3,30 of 74,52 of 113,,,5 of 11,0 of 0,5:00,3 Rnd (5-5-5),41 of 89,86 of 148,40%,46%,45%,0%
7 of 17,6 of 11,1 of 3,4 of 5,20 of 79,37 of 92,2014-09-13,UFC Fight Night: Bigfoot vs Arlovski,Leonardo Santos,Efrain Escudero,15 of 16,2 of 4,23 of 75,27 of 80,,,6 of 6,10 of 10,Decision - Unanimous,,,Jerin Valel,,,3,36 of 98,43 of 101,,,2 of 4,0 of 0,5:00,3 Rnd (5-5-5),66 of 132,77 of 143,36%,42%,50%,0%
0 of 2,0 of 0,0 of 1,0 of 0,9 of 23,8 of 24,2014-09-13,UFC Fight Night: Bigfoot vs Arlovski,Santiago Ponzinibbio,Wendell Oliveira,1 of 2,0 of 0,10 of 24,4 of 20,,,0 of 0,4 of 4,KO/TKO,,,Mario Yamasaki,,,1,10 of 26,8 of 24,,,0 of 0,0 of 0,1:20,3 Rnd (5-5-5),10 of 26,8 of 24,38%,33%,0%,0%
16 of 23,1 of 1,3 of 3,1 of 2,19 of 42,2 of 18,2014-09-13,UFC Fight Night: Bigfoot vs Arlovski,Iuri Alcantara,Russell Doane,5 of 7,11 of 21,11 of 29,13 of 40,,,0 of 0,0 of 0,Decision - Unanimous,,,Jerin Valel,,,3,27 of 52,14 of 41,,,2 of 4,6 of 12,5:00,3 Rnd (5-5-5),59 of 88,98 of 139,51%,34%,50%,50%
0 of 1,2 of 2,0 of 0,1 of 1,3 of 15,3 of 7,2014-09-13,UFC Fight Night: Bigfoot vs Arlovski,Godofredo Pepey,Dashon Johnson,5 of 5,3 of 3,8 of 18,4 of 8,,,0 of 1,1 of 1,Submission,,,Mario Yamasaki,,,1,8 of 20,7 of 11,,,0 of 0,1 of 2,4:29,3 Rnd (5-5-5),9 of 21,11 of 15,40%,63%,0%,50%
2 of 5,8 of 8,1 of 1,2 of 2,7 of 19,5 of 24,2014-09-13,UFC Fight Night: Bigfoot vs Arlovski,Igor Araujo,George Sullivan,0 of 0,36 of 37,2 of 10,32 of 52,,,4 of 5,3 of 3,KO/TKO,,,Fernando Yamasaki,,,2,8 of 20,43 of 63,,,2 of 7,1 of 2,2:31,3 Rnd (5-5-5),8 of 20,111 of 137,40%,68%,28%,50%
12 of 14,7 of 11,10 of 12,8 of 8,22 of 36,18 of 32,2014-09-13,UFC Fight Night: Bigfoot vs Arlovski,Francisco Trinaldo,Leandro Silva,4 of 6,0 of 0,16 of 32,15 of 25,,,8 of 8,4 of 4,Decision - Unanimous,,,Mario Yamasaki,,,3,36 of 54,26 of 40,,,0 of 2,4 of 8,5:00,3 Rnd (5-5-5),67 of 86,63 of 77,66%,65%,0%,50%
9 of 14,13 of 20,4 of 5,4 of 5,32 of 106,47 of 141,2014-09-13,UFC Fight Night: Bigfoot vs Arlovski,Paulo Thiago,Sean Spencer,0 of 0,12 of 13,25 of 95,46 of 135,,,2 of 2,4 of 4,Decision - Unanimous,,,Fernando Yamasaki,,,3,36 of 111,63 of 159,,,0 of 7,1 of 2,5:00,3 Rnd (5-5-5),46 of 123,105 of 202,32%,39%,0%,50%
3 of 3,5 of 5,1 of 2,0 of 0,12 of 26,3 of 14,2014-09-13,UFC Fight Night: Bigfoot vs Arlovski,Rani Yahya,Johnny Bedford,0 of 0,6 of 6,8 of 23,4 of 15,,,2 of 2,0 of 0,Submission,,,,,,2,13 of 28,9 of 20,,,3 of 6,0 of 0,2:04,3 Rnd (5-5-5) Referee:,16 of 31,19 of 34,46%,45%,50%,0%
5 of 5,1 of 1,0 of 0,1 of 1,1 of 4,3 of 8,2014-09-13,UFC Fight Night: Bigfoot vs Arlovski,Jessica Andrade,Larissa Pacheco,18 of 20,2 of 4,14 of 19,5 of 12,,,0 of 0,0 of 0,Submission,,,Fernando Yamasaki,,,1,19 of 24,6 of 13,,,1 of 1,0 of 1,4:33,3 Rnd (5-5-5),44 of 52,11 of 18,79%,46%,100%,0%
3 of 5,2 of 3,4 of 6,0 of 0,28 of 85,20 of 60,2014-09-20,UFC Fight Night: Hunt vs Nelson,Mark Hunt,Roy Nelson,0 of 0,0 of 0,28 of 85,16 of 54,,,1 of 1,2 of 3,KO/TKO,,,Leon Roberts,,,2,32 of 91,20 of 60,,,0 of 0,1 of 6,3:00,5 Rnd (5-5-5-5-5),32 of 91,20 of 60,35%,33%,0%,16%
6 of 6,4 of 5,0 of 1,6 of 8,26 of 60,31 of 84,2014-09-20,UFC Fight Night: Hunt vs Nelson,Yoshihiro Akiyama,Amir Sadollah,31 of 58,5 of 9,51 of 113,24 of 77,,,0 of 0,14 of 19,Decision - Unanimous,,,Wolf Menninger,,,3,57 of 119,42 of 101,,,2 of 5,0 of 0,5:00,3 Rnd (5-5-5),94 of 165,63 of 124,47%,41%,40%,0%
18 of 24,6 of 16,25 of 33,9 of 21,28 of 79,7 of 24,2014-09-20,UFC Fight Night: Hunt vs Nelson,Miesha Tate,Rin Nakai,2 of 4,0 of 2,33 of 87,7 of 28,,,4 of 5,3 of 3,Decision - Unanimous,,,Jerin Valel,,,3,55 of 116,16 of 47,,,1 of 4,3 of 19,5:00,3 Rnd (5-5-5),88 of 150,52 of 86,47%,34%,25%,15%
9 of 9,4 of 4,11 of 17,7 of 9,11 of 15,6 of 16,2014-09-20,UFC Fight Night: Hunt vs Nelson,Kyoji Horiguchi,Jon Delos Reyes,9 of 11,0 of 0,22 of 34,4 of 16,,,0 of 0,5 of 5,KO/TKO,,,Steve Perceval,,,1,31 of 43,13 of 25,,,0 of 0,0 of 0,3:48,3 Rnd (5-5-5),49 of 62,18 of 30,72%,52%,0%,0%
1 of 4,1 of 1,0 of 0,0 of 0,4 of 15,1 of 4,2014-09-20,UFC Fight Night: Hunt vs Nelson,Myles Jury,Takanori Gomi,6 of 8,0 of 0,7 of 17,0 of 3,,,2 of 2,0 of 0,KO/TKO,,,Steve Perceval,,,1,10 of 23,1 of 4,,,0 of 1,0 of 0,1:32,3 Rnd (5-5-5),10 of 23,1 of 4,43%,25%,0%,0%
3 of 8,7 of 12,2 of 4,9 of 12,30 of 74,27 of 79,2014-09-20,UFC Fight Night: Hunt vs Nelson,Katsunori Kikuno,Sam Sicilia,0 of 0,0 of 0,20 of 60,18 of 64,,,9 of 10,11 of 15,Submission,,,Wolf Menninger,,,2,32 of 78,36 of 91,,,1 of 1,0 of 0,1:38,3 Rnd (5-5-5),33 of 79,37 of 92,41%,39%,100%,0%
4 of 8,19 of 27,22 of 41,33 of 62,109 of 198,66 of 174,2014-09-20,UFC Fight Night: Hunt vs Nelson,Maximo Blanco,Dan Hooker,1 of 1,0 of 0,128 of 232,75 of 201,,,0 of 0,5 of 8,Decision - Unanimous,,,Wolf Menninger,,,3,132 of 240,99 of 236,,,3 of 13,0 of 0,5:00,3 Rnd (5-5-5),137 of 246,116 of 253,55%,41%,23%,0%
5 of 11,0 of 3,4 of 6,11 of 14,20 of 72,20 of 54,2014-09-20,UFC Fight Night: Hunt vs Nelson,Alex Caceres,Masanori Kanehara,0 of 0,1 of 1,14 of 60,29 of 62,,,5 of 7,3 of 4,Decision - Unanimous,,,Leon Roberts,,,3,24 of 78,32 of 69,,,0 of 0,2 of 4,5:00,3 Rnd (5-5-5),33 of 87,102 of 145,30%,46%,0%,50%
0 of 0,0 of 2,2 of 2,1 of 3,9 of 26,11 of 69,2014-09-20,UFC Fight Night: Hunt vs Nelson,Kazuki Tokudome,Johnny Case,1 of 1,1 of 1,10 of 27,11 of 67,,,2 of 2,2 of 4,Submission,,,Steve Perceval,,,2,12 of 29,13 of 73,,,1 of 4,0 of 1,2:34,3 Rnd (5-5-5),13 of 30,20 of 80,41%,17%,25%,0%
14 of 16,10 of 16,14 of 18,14 of 21,20 of 72,41 of 80,2014-09-20,UFC Fight Night: Hunt vs Nelson,Kiichi Kunimoto,Richard Walsh,2 of 2,4 of 4,16 of 70,31 of 70,,,6 of 6,18 of 19,Decision - Split,,,Jerin Valel,,,3,36 of 92,59 of 105,,,1 of 10,0 of 0,5:00,3 Rnd (5-5-5),62 of 128,96 of 142,39%,56%,10%,0%
0 of 0,0 of 1,3 of 3,0 of 0,0 of 3,1 of 3,2014-09-20,UFC Fight Night: Hunt vs Nelson,Hyun Gyu Lim,Takenori Sato,7 of 7,0 of 0,10 of 13,0 of 0,,,0 of 0,1 of 2,KO/TKO,,,Leon Roberts,,,1,10 of 13,1 of 3,,,0 of 0,0 of 2,1:18,3 Rnd (5-5-5),15 of 18,2 of 4,76%,33%,0%,0%
2 of 3,3 of 4,2 of 2,2 of 2,9 of 44,16 of 61,2014-09-20,UFC Fight Night: Hunt vs Nelson,Michinori Tanaka,Kyung Ho Kang,11 of 15,3 of 3,20 of 58,15 of 56,,,0 of 0,3 of 6,Decision - Split,,,Jerin Valel,,,3,22 of 61,21 of 66,,,3 of 9,0 of 0,5:00,3 Rnd (5-5-5),39 of 81,42 of 89,36%,31%,33%,0%
2 of 4,11 of 12,3 of 8,17 of 25,8 of 43,28 of 86,2014-09-27,UFC 178: Johnson vs Cariaso,Manvel Gamburyan,Cody Gibson,0 of 1,4 of 7,5 of 43,35 of 103,,,4 of 5,3 of 3,Submission,,,Chris Tognoni,,,2,11 of 52,49 of 118,,,2 of 6,1 of 2,4:56,3 Rnd (5-5-5),20 of 63,61 of 131,21%,41%,33%,50%
13 of 15,2 of 3,10 of 11,2 of 2,7 of 18,4 of 25,2014-09-27,UFC 178: Johnson vs Cariaso,Demetrious Johnson,Chris Cariaso,10 of 14,0 of 0,12 of 24,1 of 19,,,2 of 4,3 of 5,Submission,,,Herb Dean,,,2,27 of 43,6 of 27,,,1 of 1,0 of 1,2:29,5 Rnd (5-5-5-5-5),47 of 66,13 of 35,62%,22%,100%,0%
28 of 35,10 of 24,17 of 23,14 of 24,65 of 132,34 of 114,2014-09-27,UFC 178: Johnson vs Cariaso,Donald Cerrone,Eddie Alvarez,6 of 11,0 of 0,34 of 104,36 of 111,,,26 of 27,2 of 3,Decision - Unanimous,,,John McCarthy,,,3,88 of 166,48 of 138,,,0 of 2,0 of 5,5:00,3 Rnd (5-5-5),101 of 182,64 of 157,53%,34%,0%,0%
9 of 21,3 of 6,9 of 15,5 of 8,21 of 71,25 of 58,2014-09-27,UFC 178: Johnson vs Cariaso,Tim Kennedy,Yoel Romero,0 of 0,9 of 14,17 of 58,28 of 62,,,4 of 7,8 of 12,KO/TKO,,,John McCarthy,,,3,30 of 86,39 of 80,,,0 of 6,3 of 4,0:58,3 Rnd (5-5-5),32 of 88,51 of 93,34%,48%,0%,75%
0 of 0,1 of 4,0 of 0,0 of 0,10 of 19,5 of 25,2014-09-27,UFC 178: Johnson vs Cariaso,Dustin Poirier,Conor McGregor,0 of 0,4 of 4,3 of 11,8 of 25,,,7 of 8,0 of 0,KO/TKO,,,Herb Dean,,,1,10 of 19,9 of 29,,,0 of 0,0 of 0,1:46,3 Rnd (5-5-5),10 of 19,9 of 29,52%,31%,0%,0%
23 of 29,8 of 18,13 of 16,1 of 3,54 of 139,57 of 142,2014-09-27,UFC 178: Johnson vs Cariaso,Jorge Masvidal,James Krause,2 of 2,0 of 0,42 of 119,44 of 117,,,4 of 9,6 of 10,Decision - Unanimous,,,Herb Dean,,,3,69 of 157,58 of 145,,,2 of 4,0 of 5,5:00,3 Rnd (5-5-5),85 of 176,61 of 148,43%,40%,50%,0%
8 of 26,9 of 16,12 of 14,8 of 9,41 of 109,52 of 116,2014-09-27,UFC 178: Johnson vs Cariaso,Patrick Cote,Stephen Thompson,0 of 0,4 of 9,9 of 52,46 of 109,,,36 of 45,9 of 9,Decision - Unanimous,,,Jason Herzog,,,3,53 of 123,64 of 134,,,0 of 8,0 of 0,5:00,3 Rnd (5-5-5),55 of 125,67 of 138,43%,47%,0%,0%
8 of 10,7 of 14,16 of 26,13 of 18,26 of 40,32 of 72,2014-09-27,UFC 178: Johnson vs Cariaso,John Howard,Brian Ebersole,0 of 0,4 of 4,19 of 40,21 of 53,,,15 of 16,21 of 27,Decision - Split,,,Chris Tognoni,,,3,42 of 66,49 of 94,,,2 of 4,1 of 5,5:00,3 Rnd (5-5-5),97 of 128,104 of 156,63%,52%,50%,20%
10 of 13,21 of 26,7 of 14,19 of 27,20 of 61,24 of 84,2014-09-27,UFC 178: Johnson vs Cariaso,Jon Tuck,Kevin Lee,3 of 5,31 of 46,13 of 60,53 of 131,,,7 of 7,0 of 0,Decision - Unanimous,,,Jason Herzog,,,3,30 of 80,74 of 157,,,0 of 0,4 of 9,5:00,3 Rnd (5-5-5),68 of 125,100 of 190,37%,47%,0%,44%
7 of 9,1 of 1,7 of 8,1 of 3,1 of 5,1 of 2,2014-09-27,UFC 178: Johnson vs Cariaso,Cat Zingano,Amanda Nunes,32 of 47,20 of 32,31 of 49,19 of 34,,,2 of 2,2 of 2,KO/TKO,,,Jason Herzog,,,3,40 of 60,22 of 37,,,3 of 3,1 of 2,1:21,3 Rnd (5-5-5),93 of 116,36 of 54,66%,59%,100%,50%
0 of 0,0 of 1,0 of 0,0 of 0,4 of 9,2 of 10,2014-09-27,UFC 178: Johnson vs Cariaso,Dominick Cruz,Takeya Mizugaki,22 of 26,0 of 0,26 of 35,2 of 9,,,0 of 0,0 of 0,KO/TKO,,,Chris Tognoni,,,1,26 of 35,2 of 10,,,2 of 2,0 of 0,1:01,3 Rnd (5-5-5),26 of 35,3 of 11,74%,20%,100%,0%
7 of 8,6 of 11,3 of 3,4 of 6,25 of 40,19 of 44,2014-10-04,UFC Fight Night: MacDonald vs Saffiedine,Olivier Aubin-Mercier,Jake Lindsey,3 of 5,1 of 2,22 of 38,3 of 22,,,2 of 2,15 of 19,Submission,,,Brad Jardine,,,2,31 of 48,24 of 52,,,2 of 5,1 of 1,3:22,3 Rnd (5-5-5),44 of 61,82 of 111,64%,46%,40%,100%
6 of 14,10 of 18,2 of 4,2 of 3,29 of 86,38 of 88,2014-10-04,UFC Fight Night: MacDonald vs Saffiedine,Daron Cruickshank,Anthony Njokuani,11 of 13,0 of 0,28 of 79,10 of 49,,,8 of 10,20 of 24,Decision - Unanimous,,,Dan Miragliotta,,,3,42 of 103,40 of 91,,,6 of 12,0 of 1,5:00,3 Rnd (5-5-5),54 of 116,44 of 95,40%,43%,50%,0%
0 of 1,1 of 1,1 of 2,1 of 1,3 of 13,2 of 5,2014-10-04,UFC Fight Night: MacDonald vs Saffiedine,Mitch Gagnon,Roman Salazar,1 of 2,0 of 0,5 of 16,1 of 4,,,0 of 0,1 of 1,Submission,,,Cyril Desjardins,,,1,5 of 17,3 of 6,,,1 of 2,0 of 2,2:06,3 Rnd (5-5-5),6 of 18,3 of 6,29%,50%,50%,0%
7 of 9,2 of 4,5 of 6,3 of 4,61 of 107,40 of 143,2014-10-04,UFC Fight Night: MacDonald vs Saffiedine,Nordine Taleb,Jingliang Li,0 of 2,0 of 0,49 of 96,22 of 118,,,10 of 10,19 of 25,Decision - Split,,,Herb Dean,,,3,66 of 115,43 of 147,,,2 of 4,2 of 8,5:00,3 Rnd (5-5-5),92 of 141,57 of 165,57%,29%,50%,25%
5 of 7,12 of 14,11 of 13,24 of 26,10 of 18,16 of 23,2014-10-04,UFC Fight Night: Nelson vs Story,Magnus Cedenblad,Scott Askham,2 of 3,2 of 2,10 of 19,16 of 22,,,8 of 8,14 of 15,Decision - Unanimous,,,Marc Goddard,,,3,23 of 34,42 of 51,,,3 of 6,0 of 1,5:00,3 Rnd (5-5-5),179 of 193,86 of 95,67%,82%,50%,0%
4 of 6,4 of 8,5 of 8,5 of 6,30 of 75,12 of 87,2014-10-04,UFC Fight Night: MacDonald vs Saffiedine,Chad Laprise,Yosdenis Cedeno,0 of 0,0 of 1,18 of 64,6 of 76,,,13 of 13,7 of 10,Decision - Unanimous,,,Cyril Desjardins,,,3,35 of 83,17 of 94,,,4 of 7,0 of 1,5:00,3 Rnd (5-5-5),55 of 106,26 of 107,42%,18%,57%,0%
11 of 13,6 of 10,18 of 28,5 of 15,56 of 103,34 of 113,2014-10-04,UFC Fight Night: MacDonald vs Saffiedine,Raphael Assuncao,Bryan Caraway,1 of 2,0 of 0,39 of 94,26 of 105,,,25 of 26,7 of 13,Decision - Unanimous,,,Dan Miragliotta,,,3,75 of 133,39 of 128,,,2 of 6,2 of 8,5:00,3 Rnd (5-5-5),83 of 141,46 of 139,56%,30%,33%,25%
5 of 10,2 of 5,0 of 2,0 of 0,40 of 101,42 of 136,2014-10-04,UFC Fight Night: MacDonald vs Saffiedine,Rory MacDonald,Tarec Saffiedine,7 of 8,0 of 0,35 of 94,18 of 104,,,7 of 7,22 of 27,KO/TKO,,,Herb Dean,,,3,47 of 111,42 of 136,,,1 of 3,0 of 0,1:28,5 Rnd (5-5-5-5-5),48 of 113,42 of 136,42%,30%,33%,0%
3 of 5,4 of 4,4 of 5,15 of 21,14 of 29,12 of 26,2014-10-04,UFC Fight Night: MacDonald vs Saffiedine,Jason Saggo,Paul Felder,11 of 16,24 of 37,21 of 38,44 of 77,,,5 of 7,3 of 3,Decision - Split,,,Herb Dean,,,3,29 of 50,51 of 84,,,6 of 16,1 of 1,5:00,3 Rnd (5-5-5),45 of 77,72 of 109,58%,60%,37%,100%
21 of 27,4 of 4,16 of 24,7 of 9,21 of 76,9 of 31,2014-10-04,UFC Fight Night: MacDonald vs Saffiedine,Elias Theodorou,Bruno Santos,6 of 6,0 of 0,18 of 75,10 of 34,,,4 of 4,2 of 2,Decision - Unanimous,,,Brad Jardine,,,3,43 of 106,16 of 40,,,3 of 7,4 of 6,5:00,3 Rnd (5-5-5),104 of 178,29 of 54,40%,40%,42%,66%
5 of 7,15 of 17,1 of 2,15 of 16,17 of 34,9 of 28,2014-10-04,UFC Fight Night: MacDonald vs Saffiedine,Paddy Holohan,Chris Kelades,8 of 9,26 of 41,13 of 30,30 of 62,,,8 of 8,5 of 6,Decision - Unanimous,,,Cyril Desjardins,,,3,26 of 45,50 of 85,,,3 of 6,2 of 5,5:00,3 Rnd (5-5-5),55 of 76,88 of 128,57%,58%,50%,40%
15 of 16,11 of 15,17 of 21,1 of 1,53 of 135,43 of 106,2014-10-04,UFC Fight Night: Nelson vs Story,Nico Musoke,Alexander Yakovlev,0 of 0,0 of 0,41 of 126,24 of 83,,,14 of 14,9 of 9,Decision - Unanimous,,,Grant Waterman,,,3,70 of 156,44 of 107,,,0 of 4,0 of 9,5:00,3 Rnd (5-5-5),97 of 183,44 of 107,44%,41%,0%,0%
0 of 0,0 of 0,0 of 0,0 of 0,2 of 2,1 of 2,2014-10-04,UFC Fight Night: MacDonald vs Saffiedine,Pedro Munhoz,Jerrod Sanders,0 of 0,0 of 0,0 of 0,0 of 1,,,2 of 2,1 of 1,Overturned,,,Brad Jardine,,,1,2 of 2,1 of 2,,,0 of 0,0 of 1,0:39,3 Rnd (5-5-5),2 of 2,1 of 2,100%,50%,0%,0%
12 of 16,58 of 73,4 of 4,24 of 33,49 of 103,137 of 270,2014-10-04,UFC Fight Night: Nelson vs Story,Gunnar Nelson,Rick Story,0 of 0,7 of 12,39 of 87,81 of 211,,,2 of 4,29 of 31,Decision - Split,,,Marc Goddard,,,5,53 of 107,168 of 315,,,1 of 4,1 of 1,5:00,5 Rnd (5-5-5-5-5),54 of 108,211 of 360,49%,53%,25%,100%
1 of 1,4 of 6,1 of 3,4 of 6,10 of 26,20 of 36,2014-10-04,UFC Fight Night: Nelson vs Story,Akira Corassani,Max Holloway,0 of 0,7 of 9,8 of 23,25 of 42,,,2 of 5,2 of 3,KO/TKO,,,Kristian Hacklou,,,1,11 of 29,31 of 51,,,0 of 0,0 of 0,3:11,3 Rnd (5-5-5),11 of 29,38 of 62,37%,60%,0%,0%
0 of 0,1 of 2,0 of 0,0 of 0,2 of 6,6 of 12,2014-10-04,UFC Fight Night: Nelson vs Story,Ilir Latifi,Jan Blachowicz,0 of 0,7 of 8,2 of 6,9 of 15,,,0 of 0,3 of 3,KO/TKO,,,Grant Waterman,,,1,2 of 6,13 of 20,,,0 of 0,0 of 0,1:58,3 Rnd (5-5-5),2 of 6,14 of 21,33%,65%,0%,0%
0 of 0,0 of 1,2 of 2,0 of 0,5 of 10,3 of 10,2014-10-04,UFC Fight Night: Nelson vs Story,Niklas Backstrom,Mike Wilkinson,0 of 0,3 of 5,4 of 9,4 of 12,,,3 of 3,2 of 2,KO/TKO,,,Bobby Rehman,,,1,7 of 12,6 of 15,,,0 of 0,0 of 1,1:19,3 Rnd (5-5-5),7 of 12,7 of 16,58%,40%,0%,0%
4 of 7,2 of 8,0 of 0,0 of 0,31 of 84,22 of 89,2014-10-04,UFC Fight Night: Nelson vs Story,Dennis Siver,Charles Rosa,2 of 2,0 of 2,22 of 71,15 of 73,,,7 of 8,5 of 10,Decision - Unanimous,,,Kristian Hacklou,,,3,33 of 86,22 of 91,,,3 of 3,2 of 4,5:00,3 Rnd (5-5-5),109 of 171,29 of 99,38%,24%,100%,50%
12 of 14,4 of 9,7 of 7,3 of 4,48 of 96,35 of 91,2014-10-04,UFC Fight Night: Nelson vs Story,Cathal Pendred,Gasan Umalatov,0 of 0,0 of 2,14 of 58,28 of 81,,,29 of 31,6 of 7,Decision - Split,,,Marc Goddard,,,3,55 of 103,38 of 97,,,1 of 14,0 of 1,5:00,3 Rnd (5-5-5),58 of 106,54 of 116,53%,39%,7%,0%
4 of 5,31 of 32,9 of 11,52 of 57,6 of 36,18 of 36,2014-10-04,UFC Fight Night: Nelson vs Story,Tor Troeng,Krzysztof Jotko,0 of 0,4 of 5,6 of 37,30 of 53,,,5 of 5,13 of 13,Decision - Unanimous,,,Grant Waterman,,,3,15 of 47,74 of 98,,,0 of 19,1 of 2,5:00,3 Rnd (5-5-5),26 of 60,132 of 159,31%,75%,0%,50%
0 of 0,0 of 0,0 of 0,0 of 0,6 of 7,3 of 7,2014-10-04,UFC Fight Night: Nelson vs Story,Mairbek Taisumov,Marcin Bandel,3 of 3,0 of 0,8 of 9,3 of 7,,,1 of 1,0 of 0,KO/TKO,,,Kristian Hacklou,,,1,9 of 10,3 of 7,,,0 of 0,0 of 0,1:01,3 Rnd (5-5-5),9 of 10,3 of 7,90%,42%,0%,0%
5 of 6,0 of 1,8 of 9,0 of 0,27 of 52,12 of 30,2014-10-04,UFC Fight Night: Nelson vs Story,Zubaira Tukhugov,Ernest Chavez,5 of 6,0 of 0,34 of 60,9 of 24,,,1 of 1,3 of 5,KO/TKO,,,Bobby Rehman,,,1,40 of 67,12 of 30,,,0 of 0,0 of 0,4:21,3 Rnd (5-5-5),43 of 70,12 of 30,59%,40%,0%,0%
0 of 0,0 of 1,0 of 0,0 of 0,2 of 7,0 of 6,2014-10-04,UFC Fight Night: MacDonald vs Saffiedine,Albert Tumenov,Matt Dwyer,2 of 5,0 of 0,4 of 12,0 of 5,,,0 of 0,0 of 0,KO/TKO,,,Dan Miragliotta,,,1,4 of 12,0 of 6,,,0 of 0,0 of 0,1:03,3 Rnd (5-5-5),4 of 12,0 of 6,33%,0%,0%,0%
16 of 25,9 of 17,1 of 2,2 of 5,91 of 256,75 of 188,2014-10-25,UFC 179: Aldo vs Mendes 2,Jose Aldo,Chad Mendes,10 of 11,0 of 1,80 of 237,50 of 149,,,6 of 7,18 of 28,Decision - Unanimous,,,Marc Goddard,,,5,102 of 269,77 of 194,,,0 of 0,1 of 8,5:00,5 Rnd (5-5-5-5-5),122 of 289,85 of 203,37%,39%,0%,12%
4 of 5,11 of 15,2 of 3,2 of 3,7 of 43,16 of 106,2014-10-25,UFC 179: Aldo vs Mendes 2,Glover Teixeira,Phil Davis,0 of 0,31 of 36,5 of 41,38 of 130,,,0 of 0,0 of 0,Decision - Unanimous,,,Mario Yamasaki,,,3,9 of 46,49 of 145,,,0 of 0,9 of 18,5:00,3 Rnd (5-5-5),14 of 51,109 of 214,19%,33%,0%,50%
8 of 9,7 of 7,1 of 1,3 of 3,5 of 17,12 of 16,2014-10-25,UFC 179: Aldo vs Mendes 2,Fabio Maldonado,Hans Stringer,22 of 28,18 of 27,20 of 37,18 of 31,,,0 of 0,8 of 8,KO/TKO,,,Marc Goddard,,,2,28 of 46,33 of 46,,,0 of 0,3 of 3,4:06,3 Rnd (5-5-5),74 of 107,78 of 95,60%,71%,0%,100%
8 of 12,6 of 10,7 of 14,10 of 17,14 of 71,12 of 32,2014-10-25,UFC 179: Aldo vs Mendes 2,Diego Ferreira,Beneil Dariush,0 of 0,10 of 19,11 of 71,19 of 48,,,2 of 2,7 of 10,Decision - Unanimous,,,Mario Yamasaki,,,3,21 of 85,32 of 68,,,0 of 1,3 of 6,5:00,3 Rnd (5-5-5),24 of 90,54 of 97,24%,47%,0%,50%
17 of 36,6 of 7,25 of 52,7 of 11,21 of 100,19 of 71,2014-10-25,UFC 179: Aldo vs Mendes 2,Darren Elkins,Lucas Martins,1 of 2,0 of 0,25 of 113,16 of 70,,,5 of 5,4 of 5,Decision - Split,,,Osiris Maia,,,3,47 of 154,26 of 82,,,1 of 14,0 of 0,5:00,3 Rnd (5-5-5),133 of 251,41 of 97,30%,31%,7%,0%
1 of 2,0 of 1,1 of 1,0 of 0,3 of 11,3 of 23,2014-10-25,UFC 179: Aldo vs Mendes 2,Yan Cabral,Naoyuki Kotani,7 of 12,2 of 3,10 of 22,3 of 18,,,0 of 0,2 of 7,Submission,,,Mario Yamasaki,,,2,11 of 24,5 of 26,,,2 of 5,1 of 1,3:06,3 Rnd (5-5-5),24 of 38,13 of 34,45%,19%,40%,100%
1 of 2,1 of 1,0 of 1,0 of 0,4 of 14,5 of 22,2014-10-25,UFC 179: Aldo vs Mendes 2,Scott Jorgensen,Wilson Reis,2 of 4,8 of 13,2 of 13,11 of 32,,,3 of 4,1 of 2,Submission,,,Marc Goddard,,,1,6 of 19,13 of 35,,,0 of 0,1 of 2,3:28,3 Rnd (5-5-5),7 of 20,13 of 35,31%,37%,0%,50%
