Date,Event,match_url
2018-02-03,UFC Fight Night: Machida vs. Anders,http://ufcstats.com/fight-details/420dd305cd1d062f
2018-02-03,UFC Fight Night: Machida vs. Anders,http://ufcstats.com/fight-details/10f5bb70feb1df53
2018-02-03,UFC Fight Night: Machida vs. Anders,http://ufcstats.com/fight-details/ee1c1e9037fee21e
2018-02-03,UFC Fight Night: Machida vs. Anders,http://ufcstats.com/fight-details/0da43c3ec0e11650
2018-02-03,UFC Fight Night: Machida vs. Anders,http://ufcstats.com/fight-details/a0ec4eac058e6050
2018-02-03,UFC Fight Night: Machida vs. Anders,http://ufcstats.com/fight-details/eb0f7127f22457e9
2018-02-03,UFC Fight Night: Machida vs. Anders,http://ufcstats.com/fight-details/59b384dcc3ab49b2
2018-02-03,UFC Fight Night: Machida vs. Anders,http://ufcstats.com/fight-details/7bfb92f7ea59dbbd
2018-02-03,UFC Fight Night: Machida vs. Anders,http://ufcstats.com/fight-details/fa77134e0d90da3b
2018-02-03,UFC Fight Night: Machida vs. Anders,http://ufcstats.com/fight-details/1fd5bf36c42ff1a2
2018-02-03,UFC Fight Night: Machida vs. Anders,http://ufcstats.com/fight-details/bc767f1eb6176dfb
2018-02-10,UFC 221: Romero vs. Rockhold,http://ufcstats.com/fight-details/9444cfe0c7c0f6a7
2018-02-10,UFC 221: Romero vs. Rockhold,http://ufcstats.com/fight-details/cd67f6ddb2920193
2018-02-10,UFC 221: Romero vs. Rockhold,http://ufcstats.com/fight-details/3112430100d2d0be
2018-02-10,UFC 221: Romero vs. Rockhold,http://ufcstats.com/fight-details/0d7dc1ed5eb995e4
2018-02-10,UFC 221: Romero vs. Rockhold,http://ufcstats.com/fight-details/b6e086dd8093355d
2018-02-10,UFC 221: Romero vs. Rockhold,http://ufcstats.com/fight-details/6cb9bc7c86ae43b9
2018-02-10,UFC 221: Romero vs. Rockhold,http://ufcstats.com/fight-details/f3a60ca18747aeac
2018-02-10,UFC 221: Romero vs. Rockhold,http://ufcstats.com/fight-details/f8fce67abe0ab922
2018-02-10,UFC 221: Romero vs. Rockhold,http://ufcstats.com/fight-details/e8f2902be7b350ad
2018-02-10,UFC 221: Romero vs. Rockhold,http://ufcstats.com/fight-details/58286d3126cc5263
2018-02-10,UFC 221: Romero vs. Rockhold,http://ufcstats.com/fight-details/194d3950076b2f83
2018-02-10,UFC 221: Romero vs. Rockhold,http://ufcstats.com/fight-details/1cd5d5e271b646a3
2018-02-18,UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/fight-details/357a5bc5de4f545d
2018-02-18,UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/fight-details/f73dfeb48b09e6a6
2018-02-18,UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/fight-details/6ae96d1de3bb0506
2018-02-18,UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/fight-details/a8d189f56de9b451
2018-02-18,UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/fight-details/8f7a73d05387b159
2018-02-18,UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/fight-details/07f234a488661125
2018-02-18,UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/fight-details/4335683beee93652
2018-02-18,UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/fight-details/6f981a44898fb4ff
2018-02-18,UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/fight-details/0bfb221a0944f8e0
2018-02-18,UFC Fight Night: Cerrone vs. Medeiros,http://ufcstats.com/fight-details/d07dd6239afe1cb0
