Date,Event,Weight class,Fighter1,Result,Fighter2,Method,Round,Time,Note,Time (secs)
2018-05-27,UFC Fight Night: Thompson vs. Till,Women's Bantamweight,Lina Länsberg,def.,Gina Mazany,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,-,300
2018-05-27,UFC Fight Night: Thompson vs. Till,Welterweight,Carlo Pedersoli Jr.,def.,Brad Scott,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,-,300
2018-05-27,UFC Fight Night: Thompson vs. Till,Catchweight (127 lbs),Gillian Robertson,def.,Molly McCann,Technical Submission (rear-naked choke),2.0,2:05,-,125
2018-05-27,UFC Fight Night: Thompson vs. Till,Middleweight,Elias Theodorou,def.,Trevor Smith,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,-,300
2018-06-01,UFC Fight Night: Rivera vs. Moraes,Bantamweight,Marlon Moraes,def.,Jimmie Rivera,KO (head kick and punches),1.0,0:33,-,33
2018-06-01,UFC Fight Night: Rivera vs. Moraes,Lightweight,Gregor Gillespie,def.,Vinc Pichel,Submission (arm-triangle choke),2.0,4:06,-,246
2018-06-01,UFC Fight Night: Rivera vs. Moraes,Heavyweight,Walt Harris,def.,Daniel Spitz,TKO (punches and elbows),2.0,4:59,-,299
2018-06-01,UFC Fight Night: Rivera vs. Moraes,Welterweight,Ben Saunders,def.,Jake Ellenberger,TKO (knee to the body and punches),1.0,1:56,-,116
2018-06-01,UFC Fight Night: Rivera vs. Moraes,Featherweight,Julio Arce,def.,Daniel Teymur,Submission (rear-naked choke),3.0,2:55,-,175
2018-06-01,UFC Fight Night: Rivera vs. Moraes,Bantamweight,Nathaniel Wood,def.,Johnny Eduardo,Submission (D'Arce choke),2.0,2:18,-,138
2018-06-01,UFC Fight Night: Rivera vs. Moraes,Women's Flyweight,Sijara Eubanks,def.,Lauren Murphy,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,-,300
2018-06-01,UFC Fight Night: Rivera vs. Moraes,Lightweight,David Teymur,def.,Nik Lentz,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,-,300
2018-06-01,UFC Fight Night: Rivera vs. Moraes,Welterweight,Belal Muhammad,def.,Chance Rencountre,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2018-06-01,UFC Fight Night: Rivera vs. Moraes,Lightweight,Desmond Green,def.,Gleison Tibau,"Decision (unanimous) (30–27, 30–27, 29–27)",3.0,5:00,-,300
2018-06-01,UFC Fight Night: Rivera vs. Moraes,Flyweight,Jose Torres,def.,Jarred Brooks,KO (slam),2.0,2:55,[a],175
2018-06-01,UFC Fight Night: Rivera vs. Moraes,Light Heavyweight,Sam Alvey,def.,Gian Villante,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2018-06-09,UFC 225: Whittaker vs. Romero 2,Middleweight,Robert Whittaker (c),def.,Yoel Romero,"Decision (split) (47–48, 48–47, 48–47)",5.0,5:00,[a],300
2018-06-09,UFC 225: Whittaker vs. Romero 2,Welterweight,Colby Covington,def.,Rafael dos Anjos,"Decision (unanimous) (49–46, 48–47, 48–47)",5.0,5:00,[b],300
2018-06-09,UFC 225: Whittaker vs. Romero 2,Women's Featherweight,Holly Holm,def.,Megan Anderson,"Decision (unanimous) (30–27, 30–26, 30–26)",3.0,5:00,-,300
2018-06-09,UFC 225: Whittaker vs. Romero 2,Heavyweight,Tai Tuivasa,def.,Andrei Arlovski,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2018-06-09,UFC 225: Whittaker vs. Romero 2,Welterweight,Mike Jackson,def.,CM Punk,"Decision (unanimous) (30–26, 30–26, 30–26)",3.0,5:00,-,300
2018-06-09,UFC 225: Whittaker vs. Romero 2,Heavyweight,Curtis Blaydes,def.,Alistair Overeem,TKO (elbows),3.0,2:56,-,176
2018-06-09,UFC 225: Whittaker vs. Romero 2,Featherweight,Mirsad Bektić,def.,Ricardo Lamas,"Decision (split) (29–28, 28–29, 30–27)",3.0,5:00,-,300
2018-06-09,UFC 225: Whittaker vs. Romero 2,Heavyweight,Chris de la Rocha,def.,Rashad Coulter,TKO (punches),2.0,3:53,-,233
2018-06-09,UFC 225: Whittaker vs. Romero 2,Light Heavyweight,Anthony Smith,def.,Rashad Evans,KO (knee),1.0,0:53,-,53
2018-06-09,UFC 225: Whittaker vs. Romero 2,Flyweight,Sergio Pettis,def.,Joseph Benavidez,"Decision (split) (28–29, 29–28, 30–27)",3.0,5:00,-,300
2018-06-09,UFC 225: Whittaker vs. Romero 2,Lightweight,Charles Oliveira,def.,Clay Guida,Submission (guillotine choke),1.0,2:18,-,138
2018-06-09,UFC 225: Whittaker vs. Romero 2,Featherweight,Dan Ige,def.,Mike Santiago,TKO (punches),1.0,0:50,-,50
2018-06-09,UFC 225: Whittaker vs. Romero 2,Women's Strawweight,Cláudia Gadelha,def.,Carla Esparza,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2018-06-23,UFC Fight Night: Cowboy vs. Edwards,Bantamweight,Petr Yan,def.,Teruto Ishihara,KO (punches),1.0,3:28,-,208
2018-06-23,UFC Fight Night: Cowboy vs. Edwards,Welterweight,Leon Edwards,def.,Donald Cerrone,"Decision (unanimous) (48–47, 48–47, 48–47)",5.0,5:00,-,300
2018-06-23,UFC Fight Night: Cowboy vs. Edwards,Light Heavyweight,Ovince Saint Preux,def.,Tyson Pedro,Submission (straight armbar),1.0,2:54,-,174
2018-06-23,UFC Fight Night: Cowboy vs. Edwards,Women's Flyweight,Jessica Eye,def.,Jessica-Rose Clark,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,-,300
2018-06-23,UFC Fight Night: Cowboy vs. Edwards,Welterweight,Li Jingliang,def.,Daichi Abe,"Decision (unanimous) (30–26, 30–27, 30–27)",3.0,5:00,-,300
2018-06-23,UFC Fight Night: Cowboy vs. Edwards,Bantamweight,Song Yadong,def.,Felipe Arantes,TKO (elbow and punches),2.0,4:59,-,299
2018-06-23,UFC Fight Night: Cowboy vs. Edwards,Women's Flyweight,Ji Yeon Kim,def.,Melinda Fábián,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2018-06-23,UFC Fight Night: Cowboy vs. Edwards,Welterweight,Song Kenan,def.,Hector Aldana,TKO (punches),2.0,4:45,-,285
2018-06-23,UFC Fight Night: Cowboy vs. Edwards,Welterweight,Jake Matthews,def.,Shinsho Anzai,Technical Submission (rear-naked choke),1.0,3:44,-,224
2018-06-23,UFC Fight Night: Cowboy vs. Edwards,Women's Strawweight,Yan Xiaonan,def.,Viviane Pereira,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,5:00,-,300
2018-06-23,UFC Fight Night: Cowboy vs. Edwards,Flyweight,Matt Schnell,def.,Naoki Inoue,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2018-06-23,UFC Fight Night: Cowboy vs. Edwards,Flyweight,Ulka Sasaki,def.,Jenel Lausa,Submission (rear-naked choke),2.0,4:04,-,244
2018-06-23,UFC Fight Night: Cowboy vs. Edwards,Featherweight,Shane Young,def.,Rolando Dy,TKO (elbow and punches),2.0,4:40,-,280
2018-07-06,The Ultimate Fighter: Undefeated Finale,Middleweight,Israel Adesanya,def.,Brad Tavares,"Decision (unanimous) (49–46, 50–45, 50–45)",5.0,5:00,-,300
2018-07-06,The Ultimate Fighter: Undefeated Finale,Lightweight,Michael Trizano,def.,Joe Giannetti,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,[a],300
2018-07-06,The Ultimate Fighter: Undefeated Finale,Featherweight,Brad Katona,def.,Jay Cucciniello,"Decision (unanimous) (30–26, 30–26, 30–26)",3.0,5:00,[b],300
2018-07-06,The Ultimate Fighter: Undefeated Finale,Featherweight,Alex Caceres,def.,Martín Bravo,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,-,300
2018-07-06,The Ultimate Fighter: Undefeated Finale,Women's Flyweight,Roxanne Modafferi,def.,Barb Honchak,TKO (elbows),2.0,3:32,-,212
2018-07-06,The Ultimate Fighter: Undefeated Finale,Lightweight,Luis Peña,def.,Richie Smullen,Submission (guillotine choke),1.0,3:32,-,212
2018-07-06,The Ultimate Fighter: Undefeated Finale,Women's Flyweight,Montana De La Rosa,def.,Rachael Ostovich,Submission (rear-naked choke),3.0,4:21,-,261
2018-07-06,The Ultimate Fighter: Undefeated Finale,Middleweight,Gerald Meerschaert,def.,Oskar Piechota,Technical Submission (rear-naked choke),2.0,4:55,-,295
2018-07-06,The Ultimate Fighter: Undefeated Finale,Featherweight,Steven Peterson,def.,Matt Bessette,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2018-07-06,The Ultimate Fighter: Undefeated Finale,Catchweight (190 lbs),Alessio Di Chirico,def.,Julian Marquez,"Decision (split) (29–28, 27–30, 29–28)",3.0,5:00,-,300
2018-07-06,The Ultimate Fighter: Undefeated Finale,Lightweight,John Gunther,def.,Allan Zuñiga,"Decision (majority) (29–28, 29–28, 28–28)",3.0,5:00,-,300
2018-07-06,The Ultimate Fighter: Undefeated Finale,Featherweight,Bryce Mitchell,def.,Tyler Diamond,"Decision (majority) (29–28, 29–28, 28–28)",3.0,5:00,-,300
2018-07-07,UFC 226: Miocic vs. Cormier,Heavyweight,Daniel Cormier,def.,Stipe Miocic (c),KO (punches),1.0,4:33,[a],273
2018-07-07,UFC 226: Miocic vs. Cormier,Heavyweight,Derrick Lewis,def.,Francis Ngannou,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,5:00,-,300
2018-07-07,UFC 226: Miocic vs. Cormier,Welterweight,Mike Perry,def.,Paul Felder,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2018-07-07,UFC 226: Miocic vs. Cormier,Light Heavyweight,Khalil Rountree Jr.,def.,Gökhan Saki,TKO (punches),1.0,1:36,-,96
2018-07-07,UFC 226: Miocic vs. Cormier,Catchweight (157.5 lbs),Anthony Pettis,def.,Michael Chiesa,Submission (triangle armbar),2.0,0:52,-,52
2018-07-07,UFC 226: Miocic vs. Cormier,Bantamweight,Raphael Assunção,def.,Rob Font,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2018-07-07,UFC 226: Miocic vs. Cormier,Lightweight,Drakkar Klose,def.,Lando Vannata,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2018-07-07,UFC 226: Miocic vs. Cormier,Welterweight,Curtis Millender,def.,Max Griffin,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2018-07-07,UFC 226: Miocic vs. Cormier,Lightweight,Dan Hooker,def.,Gilbert Burns,KO (punches),1.0,2:28,-,148
2018-07-07,UFC 226: Miocic vs. Cormier,Women's Strawweight,Emily Whitmire,def.,Jamie Moyle,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2018-07-07,UFC 226: Miocic vs. Cormier,Middleweight,Paulo Costa,def.,Uriah Hall,TKO (punches),2.0,2:38,-,158
2018-07-14,UFC Fight Night: dos Santos vs. Ivanov,Featherweight,Chad Mendes,def.,Myles Jury,TKO (punches),1.0,2:52,-,172
2018-07-14,UFC Fight Night: dos Santos vs. Ivanov,Heavyweight,Junior dos Santos,def.,Blagoy Ivanov,"Decision (unanimous) (50–45, 50–45, 50–45)",5.0,5:00,-,300
2018-07-14,UFC Fight Night: dos Santos vs. Ivanov,Welterweight,Sage Northcutt,def.,Zak Ottow,KO (punches),2.0,3:13,-,193
2018-07-14,UFC Fight Night: dos Santos vs. Ivanov,Welterweight,Niko Price,def.,Randy Brown,KO (punches),2.0,1:09,-,69
2018-07-14,UFC Fight Night: dos Santos vs. Ivanov,Women's Bantamweight,Cat Zingano,def.,Marion Reneau,"Decision (unanimous) (30–27, 30–27, 30–26)",3.0,5:00,-,300
2018-07-14,UFC Fight Night: dos Santos vs. Ivanov,Featherweight,Rick Glenn,def.,Dennis Bermudez,"Decision (split) (30–27, 28–29, 29–28)",3.0,5:00,-,300
2018-07-14,UFC Fight Night: dos Santos vs. Ivanov,Featherweight,Alexander Volkanovski,def.,Darren Elkins,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,-,300
2018-07-14,UFC Fight Night: dos Santos vs. Ivanov,Flyweight,Said Nurmagomedov,def.,Justin Scoggins,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2018-07-14,UFC Fight Night: dos Santos vs. Ivanov,Featherweight,Raoni Barcelos,def.,Kurt Holobaugh,KO (punches),3.0,1:29,-,89
2018-07-14,UFC Fight Night: dos Santos vs. Ivanov,Women's Strawweight,Jessica Aguilar,def.,Jodie Esquibel,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,-,300
2018-07-14,UFC Fight Night: dos Santos vs. Ivanov,Women's Flyweight,Liz Carmouche,def.,Jennifer Maia,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,-,300
2018-07-14,UFC Fight Night: dos Santos vs. Ivanov,Flyweight,Mark De La Rosa,def.,Elias Garcia,Submission (rear-naked choke),2.0,2:00,-,120
2018-07-14,UFC Fight Night: dos Santos vs. Ivanov,Bantamweight,Alejandro Pérez,def.,Eddie Wineland,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2018-07-22,UFC Fight Night: Shogun vs. Smith,Light Heavyweight,Anthony Smith,def.,Maurício Rua,KO (elbow and punches),1.0,1:29,-,89
2018-07-22,UFC Fight Night: Shogun vs. Smith,Light Heavyweight,Corey Anderson,def.,Glover Teixeira,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2018-07-22,UFC Fight Night: Shogun vs. Smith,Middleweight,Abu Azaitar,def.,Vitor Miranda,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,-,300
2018-07-22,UFC Fight Night: Shogun vs. Smith,Heavyweight,Marcin Tybura,def.,Stefan Struve,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,-,300
2018-07-22,UFC Fight Night: Shogun vs. Smith,Welterweight,Danny Roberts,def.,David Zawada,"Decision (split) (27–30, 29–28, 29–28)",3.0,5:00,-,300
2018-07-22,UFC Fight Night: Shogun vs. Smith,Lightweight,Nasrat Haqparast,def.,Marc Diakiese,"Decision (unanimous) (30–27, 30–27, 30–26)",3.0,5:00,-,300
2018-07-22,UFC Fight Night: Shogun vs. Smith,Lightweight,Damir Hadžović,def.,Nick Hein,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2018-07-22,UFC Fight Night: Shogun vs. Smith,Featherweight,Nad Narimani,def.,Khalid Taha,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2018-07-22,UFC Fight Night: Shogun vs. Smith,Light Heavyweight,Aleksandar Rakić,def.,Justin Ledet,"Decision (unanimous) (30–25, 30–24, 30–24)",3.0,5:00,-,300
2018-07-22,UFC Fight Night: Shogun vs. Smith,Bantamweight,Manny Bermudez,def.,Davey Grant,Technical Submission (triangle choke),1.0,0:59,-,59
2018-07-22,UFC Fight Night: Shogun vs. Smith,Light Heavyweight,Darko Stošić,def.,Jeremy Kimball,TKO (elbows and punches),1.0,3:13,-,193
2018-07-22,UFC Fight Night: Shogun vs. Smith,Bantamweight,Liu Pingyuan,def.,Damian Stasiak,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,-,300
2018-07-22,UFC Fight Night: Shogun vs. Smith,Welterweight,Bartosz Fabiński,def.,Emil Weber Meek,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,-,300
2018-07-28,UFC on Fox: Alvarez vs. Poirier 2,Lightweight,Dustin Poirier,def.,Eddie Alvarez,TKO (punches and elbow),2.0,4:05,-,245
2018-07-28,UFC on Fox: Alvarez vs. Poirier 2,Featherweight,José Aldo,def.,Jeremy Stephens,TKO (body shot and punches),1.0,4:19,-,259
2018-07-28,UFC on Fox: Alvarez vs. Poirier 2,Women's Strawweight,Joanna Jędrzejczyk,def.,Tecia Torres,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2018-07-28,UFC on Fox: Alvarez vs. Poirier 2,Welterweight,Jordan Mein,def.,Alex Morono,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2018-07-28,UFC on Fox: Alvarez vs. Poirier 2,Lightweight,Alexander Hernandez,def.,Olivier Aubin-Mercier,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,-,300
2018-07-28,UFC on Fox: Alvarez vs. Poirier 2,Featherweight,Hakeem Dawodu,def.,Austin Arnett,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2018-07-28,UFC on Fox: Alvarez vs. Poirier 2,Women's Flyweight,Katlyn Chookagian,def.,Alexis Davis,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,5:00,-,300
2018-07-28,UFC on Fox: Alvarez vs. Poirier 2,Light Heavyweight,Ion Cuțelaba,def.,Gadzhimurad Antigulov,TKO (punches and elbows),1.0,4:25,-,265
2018-07-28,UFC on Fox: Alvarez vs. Poirier 2,Lightweight,Islam Makhachev,def.,Kajan Johnson,Submission (armbar),1.0,4:43,-,283
2018-07-28,UFC on Fox: Alvarez vs. Poirier 2,Lightweight,Devin Powell,def.,Álvaro Herrera,TKO (body kicks and punches),1.0,1:52,-,112
2018-07-28,UFC on Fox: Alvarez vs. Poirier 2,Women's Strawweight,Nina Ansaroff,def.,Randa Markos,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2018-07-28,UFC on Fox: Alvarez vs. Poirier 2,Flyweight,Dustin Ortiz,def.,Matheus Nicolau,KO (head kick and punches),1.0,3:49,-,229
2018-07-28,UFC on Fox: Alvarez vs. Poirier 2,Lightweight,John Makdessi,def.,Ross Pearson,"Decision (unanimous) (30–26, 29–27, 29–28)",3.0,5:00,-,300
2018-08-04,UFC 227: Dillashaw vs. Garbrandt 2,Bantamweight,T.J. Dillashaw (c),def.,Cody Garbrandt,TKO (knee and punches),1.0,4:10,[a],250
2018-08-04,UFC 227: Dillashaw vs. Garbrandt 2,Flyweight,Henry Cejudo,def.,Demetrious Johnson (c),"Decision (split) (48–47, 47–48, 48–47)",5.0,5:00,[b],300
2018-08-04,UFC 227: Dillashaw vs. Garbrandt 2,Featherweight,Renato Moicano,def.,Cub Swanson,Submission (rear-naked choke),1.0,4:15,-,255
2018-08-04,UFC 227: Dillashaw vs. Garbrandt 2,Middleweight,Thiago Santos,def.,Kevin Holland,"Decision (unanimous) (29–27, 29–27, 29–26)",3.0,5:00,-,300
2018-08-04,UFC 227: Dillashaw vs. Garbrandt 2,Bantamweight,Pedro Munhoz,def.,Brett Johns,"Decision (unanimous) (30–26, 29–28, 29–27)",3.0,5:00,-,300
2018-08-04,UFC 227: Dillashaw vs. Garbrandt 2,Women's Strawweight,JJ Aldrich,def.,Polyana Viana,"Decision (unanimous) (29–28, 29–28, 29–27)",3.0,5:00,-,300
2018-08-04,UFC 227: Dillashaw vs. Garbrandt 2,Bantamweight,Ricardo Ramos,def.,Kyung Ho Kang,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2018-08-04,UFC 227: Dillashaw vs. Garbrandt 2,Featherweight,Sheymon Moraes,def.,Matt Sayles,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2018-08-04,UFC 227: Dillashaw vs. Garbrandt 2,Flyweight,Alex Perez,def.,Jose Torres,KO (punches),1.0,3:36,-,216
2018-08-04,UFC 227: Dillashaw vs. Garbrandt 2,Women's Strawweight,Zhang Weili,def.,Danielle Taylor,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2018-08-04,UFC 227: Dillashaw vs. Garbrandt 2,Bantamweight,Marlon Vera,def.,Wuliji Buren,KO (punch to the body),2.0,4:53,-,293
2018-08-04,UFC 227: Dillashaw vs. Garbrandt 2,Bantamweight,Ricky Simon,def.,Montel Jackson,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,-,300
2018-08-25,UFC Fight Night: Gaethje vs. Vick,Flyweight,Deiveson Figueiredo,def.,John Moraga,TKO (punches),2.0,3:08,-,188
2018-08-25,UFC Fight Night: Gaethje vs. Vick,Lightweight,Justin Gaethje,def.,James Vick,KO (punch),1.0,1:27,-,87
2018-08-25,UFC Fight Night: Gaethje vs. Vick,Featherweight,Michael Johnson,def.,Andre Fili,"Decision (split) (29–28, 27–30, 29–28)",3.0,5:00,-,300
2018-08-25,UFC Fight Night: Gaethje vs. Vick,Women's Strawweight,Cortney Casey,def.,Angela Hill,"Decision (split) (30–27, 28–29, 29–28)",3.0,5:00,-,300
2018-08-25,UFC Fight Night: Gaethje vs. Vick,Welterweight,Bryan Barberena,def.,Jake Ellenberger,TKO (punches),1.0,2:26,-,146
2018-08-25,UFC Fight Night: Gaethje vs. Vick,Middleweight,Eryk Anders,def.,Tim Williams,KO (head kick),3.0,4:42,-,282
2018-08-25,UFC Fight Night: Gaethje vs. Vick,Welterweight,Mickey Gall,def.,George Sullivan,Submission (rear-naked choke),1.0,1:09,-,69
2018-08-25,UFC Fight Night: Gaethje vs. Vick,Bantamweight,Cory Sandhagen,def.,Iuri Alcântara,TKO (punches),2.0,1:01,-,61
2018-08-25,UFC Fight Night: Gaethje vs. Vick,Middleweight,Andrew Sanchez,def.,Markus Perez Echeimberg,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2018-08-25,UFC Fight Night: Gaethje vs. Vick,Women's Flyweight,Joanne Calderwood,def.,Kalindra Faria,Submission (triangle armbar),1.0,4:57,-,297
2018-08-25,UFC Fight Night: Gaethje vs. Vick,Bantamweight,Rani Yahya,def.,Luke Sanders,Submission (heel hook),1.0,1:31,-,91
2018-08-25,UFC Fight Night: Gaethje vs. Vick,Welterweight,James Krause,def.,Warlley Alves,TKO (knee and punches),2.0,2:28,-,148
2018-08-25,UFC Fight Night: Gaethje vs. Vick,Lightweight,Drew Dober,def.,Jon Tuck,"Decision (unanimous) (30–27, 30–26, 30–26)",3.0,5:00,-,300
2018-09-08,UFC 228: Woodley vs. Till,Women's Strawweight,Tatiana Suarez,def.,Carla Esparza,TKO (punches and elbows),3.0,4:33,-,273
2018-09-08,UFC 228: Woodley vs. Till,Welterweight,Tyron Woodley (c),def.,Darren Till,Submission (D'Arce choke),2.0,4:19,[a],259
2018-09-08,UFC 228: Woodley vs. Till,Women's Strawweight,Jéssica Andrade,def.,Karolina Kowalkiewicz,KO (punch),1.0,1:58,-,118
2018-09-08,UFC 228: Woodley vs. Till,Featherweight,Zabit Magomedsharipov,def.,Brandon Davis,Submission (Suloev Stretch kneebar)[12],2.0,3:46,-,226
2018-09-08,UFC 228: Woodley vs. Till,Bantamweight,Jimmie Rivera,def.,John Dodson,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,-,300
2018-09-08,UFC 228: Woodley vs. Till,Welterweight,Abdul Razak Alhassan,def.,Niko Price,KO (punch),1.0,0:43,-,43
2018-09-08,UFC 228: Woodley vs. Till,Bantamweight,Aljamain Sterling,def.,Cody Stamann,Submission (Suloev Stretch kneebar)[12],2.0,3:42,-,222
2018-09-08,UFC 228: Woodley vs. Till,Middleweight,Darren Stewart,def.,Charles Byrd,TKO (elbow and punches),2.0,2:17,-,137
2018-09-08,UFC 228: Woodley vs. Till,Welterweight,Diego Sanchez,def.,Craig White,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2018-09-08,UFC 228: Woodley vs. Till,Lightweight,Jim Miller,def.,Alex White,Submission (rear-naked choke),1.0,1:29,-,89
2018-09-08,UFC 228: Woodley vs. Till,Women's Bantamweight,Irene Aldana,def.,Lucie Pudilová,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2018-09-08,UFC 228: Woodley vs. Till,Flyweight,Jarred Brooks,def.,Roberto Sanchez,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2018-09-08,UFC 228: Woodley vs. Till,Welterweight,Geoff Neal,def.,Frank Camacho,KO (head kick),2.0,1:23,-,83
2018-09-15,UFC Fight Night: Hunt vs. Oleinik,Heavyweight,Aleksei Oleinik,def.,Mark Hunt,Submission (rear-naked choke),1.0,4:26,-,266
2018-09-15,UFC Fight Night: Hunt vs. Oleinik,Light Heavyweight,Jan Błachowicz,def.,Nikita Krylov,Submission (arm-triangle choke),2.0,2:41,-,161
2018-09-15,UFC Fight Night: Hunt vs. Oleinik,Heavyweight,Shamil Abdurakhimov,def.,Andrei Arlovski,"Decision (unanimous) (29–28, 30–27, 30–27)",3.0,5:00,-,300
2018-09-15,UFC Fight Night: Hunt vs. Oleinik,Welterweight,Alexey Kunchenko,def.,Thiago Alves,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,-,300
2018-09-15,UFC Fight Night: Hunt vs. Oleinik,Middleweight,Khalid Murtazaliev,def.,C.B. Dollaway,TKO (referee stoppage),2.0,5:00,-,300
2018-09-15,UFC Fight Night: Hunt vs. Oleinik,Catchweight (137 lbs),Petr Yan,def.,Jin Soo Son,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,-,300
